,Visitors Scaled,Area Scaled,cei_pct_area,RONI
1380,0.027318154543999263,0.0009359748907663265,0.11359999999999999,-0.8
305,0.06779417994353963,0.11995312499709382,0.15839999999999999,0.1
1615,0.002599412745435056,0.001123029656535888,0.2488,-0.5
442,0.11870179642979135,2.7727714246704177e-05,0.3034,0.0
1554,0.013565878106744715,0.0010157814903886773,0.35259999999999997,-1.5
2769,0.02273569587923566,0.004579236300059023,0.1202,-0.6
157,0.039112794766181715,0.048182511998996654,0.2488,-0.5
1604,0.004313841791195392,0.006225358299512223,0.0654,0.6
2070,0.012596860885136158,0.006515626548550992,0.3104,-0.5
229,0.0034825814662343144,0.000341960834989926,0.1782,-0.1
505,0.7968243677611836,1.4307386092210617e-06,0.4708,2.2
2570,0.03207485118080711,0.004489242841539018,0.35200000000000004,-0.5
1110,0.0585219973624727,0.000436861726939559,0.2332,0.6
1898,0.23805498877798562,0.0007919853571343187,0.1016,0.6
18,0.001832584170552839,0.004375012670978808,0.12480000000000001,2.5
2142,0.02048530357155173,0.010307656158430495,0.2086,0.6
1042,0.010784967473763573,0.0018295140743831563,0.3322,2.2
200,0.0016481823168060148,4.86451127135161e-07,0.46740000000000004,-1.1
392,0.016065104018254332,0.0011343467989348268,0.13019999999999998,-0.8
1280,0.01513710531923119,2.220506321511088e-05,0.6038,-0.8
1716,0.023930496472951552,0.020119318163202324,0.1592,0.5
1538,0.0065812949003086554,0.0010157814903886773,0.1604,2.5
646,0.01277854027056979,0.01720424547645878,0.5256000000000001,-1.1
2144,0.021541621277069958,0.010307656158430495,0.0766,-0.9
1284,0.002127155242040138,0.0010309902418046972,0.1376,0.0
906,0.037000522350920356,0.3008584617651346,0.0766,-0.9
1463,0.005395024707307431,0.0003433772662130548,0.061399999999999996,-1.2
47,0.002146031022344931,0.004375012670978808,0.49,-0.8
2082,0.026918133199847687,0.4731293196412984,0.12240000000000001,0.6
2747,0.028521667036317363,0.004579236300059023,0.0834,0.6
905,0.03661247986734682,0.3008584617651346,0.099,-1.6
1078,0.010800576292092537,0.008982305755164656,0.1444,0.6
1793,0.019897613411677503,0.06680464805196569,0.15539999999999998,0.6
175,0.05289501835488137,0.048182511998996654,0.265,-0.1
1267,0.018830042837131418,2.220506321511088e-05,0.33880000000000005,1.5
461,0.11775837041032679,2.7727714246704177e-05,0.1998,-1.7
1806,0.04999359312456962,0.0010950014871812476,0.1324,-0.3
958,0.01486485848791206,0.003614603714949998,0.2528,0.5
529,0.6300991377761355,1.4307386092210617e-06,0.2064,-1.2
1948,0.010730699605387292,0.010925821081930546,0.2488,-0.5
2047,0.01797936223820291,0.006515626548550992,0.0684,0.6
1428,0.021878481356355492,0.0003433772662130548,0.1366,1.6
897,0.07206718471003716,0.3008584617651346,0.195,-1.7
719,0.04328869816284208,0.07645529473365578,0.1592,0.5
1341,0.004324005672897973,0.011729195118394264,0.0674,2.3
657,0.0670024861580636,0.02938220606702132,0.1378,0.2
2054,0.015695211323435408,0.006515626548550992,0.4412,2.2
2005,0.019687801853674226,0.0005150658993195822,0.107,1.3
1737,0.03329034253370325,0.020119318163202324,0.3104,-0.5
1703,0.01836159678937497,0.020119318163202324,0.13140000000000002,0.6
2236,0.012621181602067334,0.00042504382602739303,0.1884,-0.9
2294,1.4701328891233035e-05,0.0002289181774753699,0.132,-1.2
228,0.004118550064195803,0.000341960834989926,0.133,-0.6
1521,0.0632064578400372,3.277822153725453e-05,0.47479999999999994,-0.8
2433,0.031629092368993916,0.004298983221284801,0.2036,-0.8
413,0.02735445412150848,0.0006760239928569517,0.19940000000000002,2.2
2367,0.0061395290420214795,0.0015329219606916302,0.491,0.9
2203,0.0041746329114475435,5.7229544368842474e-05,0.132,-1.2
254,0.2418119950501896,0.0002288323331588166,0.1656,0.0
2178,0.01209211525987049,5.7229544368842474e-05,0.1804,-0.2
895,0.07628265464618257,0.3008584617651346,0.19940000000000002,2.2
1852,0.07511925318701215,0.0014529436724361727,0.12240000000000001,0.6
684,0.06806806025584668,0.02938220606702132,0.45439999999999997,-0.7
300,0.002976020862093186,0.0006652505311295171,0.38880000000000003,-0.8
861,0.07916937854760309,0.0019275053617287068,0.2696,1.5
128,0.008430758374403281,0.000455547173175986,0.1244,-0.6
1827,0.052769421816699476,0.0010950014871812476,0.3518,0.6
1396,0.025755820728002546,0.0009359748907663265,0.133,-0.6
30,0.0033974589569752,0.004375012670978808,0.193,1.3
1222,0.07407001389910822,0.008045186273510953,0.2632,-1.4
2351,0.0063693053676548254,0.0015329219606916302,0.198,1.6
1079,0.010180942504010197,0.008982305755164656,0.0706,-0.9
1490,0.008688122378943631,0.0007627696747340247,0.491,0.9
2026,0.011925318701215637,0.0005150658993195822,0.3322,2.2
1512,0.006250424251312139,0.0007627696747340247,0.5256000000000001,-1.1
1411,0.023549350909104767,0.0009359748907663265,0.41659999999999997,2.2
2561,0.041728723819383466,0.004489242841539018,0.1444,0.6
762,0.03902077533719585,1.0,0.3104,-0.5
2072,0.014631089208752699,0.006515626548550992,0.27940000000000004,2.2
517,0.7489288902166468,1.4307386092210617e-06,0.33880000000000005,1.5
1677,0.02340596757794336,0.0018220599262291145,0.08439999999999999,-1.7
386,0.010819996566059968,0.0011343467989348268,0.45439999999999997,-0.7
651,0.052553802326294724,0.02938220606702132,0.2488,-0.5
459,0.102134487756697,2.7727714246704177e-05,0.4384,2.2
2358,0.00932735793888095,0.0015329219606916302,0.0834,0.3
1212,0.06496771334078442,0.008045186273510953,0.133,-0.6
2130,0.016007387690014675,0.010307656158430495,0.107,1.3
805,0.02685860189273257,0.0011448627277126015,0.045599999999999995,-1.7
2621,0.018787209335670543,0.00035768465230526545,0.11,0.6
