,Code_Year,Visitors,Visitors Scaled,vis_annual_chg,vis_annual_chg_pct,Designation,Gross Area Acres,Region,cei_pct_area,RONI,Visitor Trend Cat,Visitor Trend Bins,Visitor Trend Chg,Visitor Trend UpDn,Visitor Trend SigChg,RONI Event,RONI Intensity,RONI Desc,CEI Cat,GAA Cat,Desig Code,Region Code,Vis Trend Code,RONI Event Code,RONI Int Code,CEI Cat Code,GAA Cat Code
6569,GICL-1980,32734.0,0.0015038239227725268,801.0,0.02508376914164031,National Monument,533.13,Southwest,0.12240000000000001,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Medium,13,7,2,0,4,2,2
6570,GICL-1981,36417.0,0.0016730236388955554,3683.0,0.11251298344229242,National Monument,533.13,Southwest,0.1376,0.0,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Medium,13,7,1,2,1,2,2
6571,GICL-1982,37902.0,0.001741245625982902,1485.0,0.04077765878573194,National Monument,533.13,Southwest,0.15839999999999999,0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,13,7,2,2,1,2,2
6572,GICL-1983,37717.0,0.001732746590554512,-185.0,-0.004881008917735212,National Monument,533.13,Southwest,0.3452,2.5,Minimal Change,0,0,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Medium,13,7,2,0,3,1,2
6573,GICL-1984,35013.0,0.0016085228511038823,-2704.0,-0.07169181005912453,National Monument,533.13,Southwest,0.2488,-0.5,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Medium,13,7,2,1,4,1,2
6574,GICL-1985,35739.0,0.0016418758225688072,726.0,0.020735155513666354,National Monument,533.13,Southwest,0.207,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Medium,13,7,2,1,4,1,2
6575,GICL-1986,44465.0,0.002042754650396542,8726.0,0.24415904194297547,National Monument,533.13,Southwest,0.2116,-0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Medium,13,7,1,2,1,1,2
6576,GICL-1987,44404.0,0.0020399522657417756,-61.0,-0.0013718655122006071,National Monument,533.13,Southwest,0.198,1.6,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Nominal,Medium,13,7,2,0,2,2,2
6577,GICL-1988,44830.0,0.002059523017593095,426.0,0.009593730294568057,National Monument,533.13,Southwest,0.0864,0.7,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Medium,13,7,2,0,4,2,2
6578,GICL-1989,52185.0,0.0023974171017866535,7355.0,0.16406424269462414,National Monument,533.13,Southwest,0.2018,-1.7,Increase,1,1,1,0,La Niña,Strong,Strong La Niña,Increased,Medium,13,7,1,1,2,1,2
6579,GICL-1990,52316.0,0.0024034353376845945,131.0,0.0025102998946057295,National Monument,533.13,Southwest,0.1378,0.2,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,13,7,2,2,1,2,2
6580,GICL-1991,53007.0,0.002435180383527932,691.0,0.013208196345286336,National Monument,533.13,Southwest,0.0834,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Medium,13,7,2,0,4,2,2
6581,GICL-1992,57287.0,0.0026318067166820353,4280.0,0.08074405267228857,National Monument,533.13,Southwest,0.2144,2.3,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Medium,13,7,2,0,3,1,2
6582,GICL-1993,61105.0,0.0028072084316311864,3818.0,0.06664688323703458,National Monument,533.13,Southwest,0.1864,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Medium,13,7,2,0,4,2,2
6583,GICL-1994,59693.0,0.0027423401179831504,-1412.0,-0.023107765321986745,National Monument,533.13,Southwest,0.0834,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Medium,13,7,2,2,1,2,2
6584,GICL-1995,62292.0,0.0028617400805690182,2599.0,0.04353944348583586,National Monument,533.13,Southwest,0.107,1.3,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Medium,13,7,2,0,0,2,2
6585,GICL-1996,56933.0,0.002615543697537981,-5359.0,-0.08603030886791241,National Monument,533.13,Southwest,0.1882,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Medium,13,7,2,1,4,2,2
6586,GICL-1997,61638.0,0.0028316948418113585,4705.0,0.0826409990690812,National Monument,533.13,Southwest,0.1804,-0.2,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Medium,13,7,2,2,1,2,2
6587,GICL-1998,51594.0,0.002370266129147851,-10044.0,-0.16295142606833446,National Monument,533.13,Southwest,0.19940000000000002,2.2,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Medium,13,7,0,0,3,2,2
6588,GICL-1999,51539.0,0.0023677393888853564,-55.0,-0.0010660154281505602,National Monument,533.13,Southwest,0.1524,-1.5,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Medium,13,7,2,1,2,2,2
6589,GICL-2000,46194.0,0.002122186176102954,-5345.0,-0.10370787170880304,National Monument,533.13,Southwest,0.195,-1.7,Decrease,-1,1,0,0,La Niña,Strong,Strong La Niña,Nominal,Medium,13,7,0,1,2,2,2
6590,GICL-2001,49447.0,0.0022716313774464817,3253.0,0.07042040091786812,National Monument,533.13,Southwest,0.1244,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,13,7,2,1,4,2,2
6591,GICL-2002,45585.0,0.0020942082702873352,-3862.0,-0.0781038283414565,National Monument,533.13,Southwest,0.265,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Medium,13,7,2,2,1,1,2
6592,GICL-2003,47869.0,0.002199136902278918,2284.0,0.05010420094329275,National Monument,533.13,Southwest,0.491,0.9,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Medium,13,7,2,0,4,0,2
6593,GICL-2004,45349.0,0.0020833662575246324,-2520.0,-0.05264367335854102,National Monument,533.13,Southwest,0.057999999999999996,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Medium,13,7,2,2,1,2,2
6594,GICL-2005,40058.0,0.0018402938442726791,-5291.0,-0.11667291450748639,National Monument,533.13,Southwest,0.1444,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Medium,13,7,0,0,4,2,2
6595,GICL-2006,40510.0,0.0018610590551571778,452.0,0.011283638723850417,National Monument,533.13,Southwest,0.0706,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,13,7,2,1,4,2,2
6596,GICL-2007,41690.0,0.0019152691189706923,1180.0,0.029128610219698838,National Monument,533.13,Southwest,0.2086,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Medium,13,7,2,0,4,1,2
6597,GICL-2008,38987.0,0.0017910913202521081,-2703.0,-0.06483569201247301,National Monument,533.13,Southwest,0.099,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Medium,13,7,2,1,2,2,2
6598,GICL-2009,43016.0,0.001976186529662828,4029.0,0.10334213968758817,National Monument,533.13,Southwest,0.0766,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Medium,13,7,1,1,4,2,2
6599,GICL-2010,32652.0,0.001500056782744808,-10364.0,-0.2409336061000558,National Monument,533.13,Southwest,0.0724,1.5,Decrease,-1,1,0,0,El Niño,Strong,Strong El Niño,Nominal,Medium,13,7,0,0,2,2,2
6600,GICL-2011,25317.0,0.0011630815131921568,-7335.0,-0.22464167585446526,National Monument,533.13,Southwest,0.1866,-1.4,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Medium,13,7,0,1,0,2,2
6601,GICL-2012,28637.0,0.001315604743582723,3320.0,0.13113718055061815,National Monument,533.13,Southwest,0.5770000000000001,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Medium,13,7,1,1,4,0,2
6602,GICL-2013,27825.0,0.0012783008691618976,-812.0,-0.028354925446101197,National Monument,533.13,Southwest,0.1202,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Medium,13,7,2,1,4,2,2
6603,GICL-2014,31135.0,0.0014303646922320102,3310.0,0.11895777178796046,National Monument,533.13,Southwest,0.35200000000000004,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Medium,13,7,1,1,4,1,2
6604,GICL-2015,36518.0,0.0016776636528321358,5383.0,0.17289224345591778,National Monument,533.13,Southwest,0.3858,0.5,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Medium,13,7,1,0,4,1,2
6605,GICL-2016,41519.0,0.0019074132537909374,5001.0,0.13694616353579056,National Monument,533.13,Southwest,0.3322,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Medium,13,7,1,0,3,1,2
6606,GICL-2017,78872.0,0.0036234374178809414,37353.0,0.8996603964450011,National Monument,533.13,Southwest,0.45439999999999997,-0.7,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Medium,13,7,1,1,4,0,2
6607,GICL-2018,79108.0,0.0036342794306436443,236.0,0.0029921898772695,National Monument,533.13,Southwest,0.4104,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Medium,13,7,2,1,0,0,2
6608,GICL-2019,66614.0,0.0030602959244690263,-12494.0,-0.15793598624665015,National Monument,533.13,Southwest,0.11,0.6,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Medium,13,7,0,0,4,2,2
6609,GICL-2020,31645.0,0.0014537944655751394,-34969.0,-0.5249497102711141,National Monument,533.13,Southwest,0.40659999999999996,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Medium,13,7,0,2,1,0,2
6610,GICL-2021,45428.0,0.0020869955753562153,13783.0,0.43555063991151843,National Monument,533.13,Southwest,0.5376,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Medium,13,7,1,1,0,0,2
6611,GICL-2022,43608.0,0.0020033834430336762,-1820.0,-0.040063397023861934,National Monument,533.13,Southwest,0.132,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Medium,13,7,2,1,0,2,2
6612,GICL-2023,33973.0,0.001560744489776717,-9635.0,-0.2209456980370574,National Monument,533.13,Southwest,0.13019999999999998,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Medium,13,7,0,1,4,2,2
6613,GICL-2024,47378.0,0.0021765800028446503,13405.0,0.3945780472728343,National Monument,533.13,Southwest,0.41259999999999997,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Medium,13,7,1,0,0,0,2
6614,GICL-2025,34438.0,0.0015821069301778052,-12940.0,-0.27312254632952004,National Monument,533.13,Southwest,0.5256000000000001,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Medium,13,7,0,1,0,0,2
6707,GLAC-1980,1474578.0,0.06774319277796992,28492.0,0.0197028392502244,National Park,1013126.39,Northern Rockies and Plains,0.09300000000000001,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,16,2,2,0,4,2,0
6708,GLAC-1981,1786523.0,0.082074174435857,311945.0,0.21154866002341008,National Park,1013126.39,Northern Rockies and Plains,0.29960000000000003,0.0,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Gargantuan,16,2,1,2,1,1,0
6709,GLAC-1982,1666114.0,0.0765424968310083,-120409.0,-0.06739851655982039,National Park,1013126.39,Northern Rockies and Plains,0.247,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Gargantuan,16,2,2,2,1,1,0
6710,GLAC-1983,2203847.0,0.10124634449595116,537733.0,0.3227468228464559,National Park,1013126.39,Northern Rockies and Plains,0.12480000000000001,2.5,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Gargantuan,16,2,1,0,3,2,0
6711,GLAC-1984,1946703.0,0.08943296089488136,-257144.0,-0.11667960616140775,National Park,1013126.39,Northern Rockies and Plains,0.14279999999999998,-0.5,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,16,2,0,1,4,2,0
6712,GLAC-1985,1603011.0,0.0736434988167505,-343692.0,-0.17655081437692344,National Park,1013126.39,Northern Rockies and Plains,0.17980000000000002,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,16,2,0,1,4,2,0
6713,GLAC-1986,1579151.0,0.07254735295014843,-23860.0,-0.01488448925178929,National Park,1013126.39,Northern Rockies and Plains,0.1324,-0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,2,2,1,2,0
6714,GLAC-1987,1660737.0,0.07629547351480045,81586.0,0.05166447033880864,National Park,1013126.39,Northern Rockies and Plains,0.34979999999999994,1.6,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Increased,Gargantuan,16,2,2,0,2,1,0
6715,GLAC-1988,1817733.0,0.0835079846829924,156996.0,0.09453393282620909,National Park,1013126.39,Northern Rockies and Plains,0.3432,0.7,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Gargantuan,16,2,2,0,4,1,0
6716,GLAC-1989,1821523.0,0.0836821000574443,3790.0,0.0020850146858752082,National Park,1013126.39,Northern Rockies and Plains,0.1446,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Gargantuan,16,2,2,1,2,2,0
6717,GLAC-1990,1986737.0,0.09127215216158495,165214.0,0.09070102326459781,National Park,1013126.39,Northern Rockies and Plains,0.187,0.2,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,2,2,1,2,0
6718,GLAC-1991,2096966.0,0.09633615311421197,110229.0,0.055482431746124425,National Park,1013126.39,Northern Rockies and Plains,0.1018,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,16,2,2,0,4,2,0
6719,GLAC-1992,2199767.0,0.10105890630920612,102801.0,0.04902368469493545,National Park,1013126.39,Northern Rockies and Plains,0.0674,2.3,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Gargantuan,16,2,2,0,3,2,0
6720,GLAC-1993,2141704.0,0.09839144958445689,-58063.0,-0.026395068204950797,National Park,1013126.39,Northern Rockies and Plains,0.36219999999999997,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Gargantuan,16,2,2,0,4,1,0
6721,GLAC-1994,2152989.0,0.09890989074558867,11285.0,0.005269168848729797,National Park,1013126.39,Northern Rockies and Plains,0.11699999999999999,0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,2,2,1,2,0
6722,GLAC-1995,1839518.0,0.08450880353060039,-313471.0,-0.14559804996681358,National Park,1013126.39,Northern Rockies and Plains,0.193,1.3,Decrease,-1,1,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Gargantuan,16,2,0,0,0,2,0
6723,GLAC-1996,1720805.0,0.0790550414073006,-118713.0,-0.06453484010485355,National Park,1013126.39,Northern Rockies and Plains,0.3454,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,16,2,2,1,4,1,0
6724,GLAC-1997,1708856.0,0.07850609560009071,-11949.0,-0.006943843143180081,National Park,1013126.39,Northern Rockies and Plains,0.11939999999999999,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,2,2,1,2,0
6725,GLAC-1998,1830944.0,0.08411490769404355,122088.0,0.07144428787446104,National Park,1013126.39,Northern Rockies and Plains,0.3398,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Gargantuan,16,2,2,0,3,1,0
6726,GLAC-1999,1684604.0,0.07739194096652685,-146340.0,-0.07992598353636157,National Park,1013126.39,Northern Rockies and Plains,0.316,-1.5,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Increased,Gargantuan,16,2,2,1,2,1,0
6727,GLAC-2000,1728693.0,0.07941742190167433,44089.0,0.026171729379723663,National Park,1013126.39,Northern Rockies and Plains,0.08439999999999999,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Gargantuan,16,2,2,1,2,2,0
6728,GLAC-2001,1680614.0,0.07720863744566589,-48079.0,-0.02781234146259631,National Park,1013126.39,Northern Rockies and Plains,0.24420000000000003,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,16,2,2,1,4,1,0
6729,GLAC-2002,1905689.0,0.08754874771077333,225075.0,0.1339242681543769,National Park,1013126.39,Northern Rockies and Plains,0.128,-0.1,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,1,2,1,2,0
6730,GLAC-2003,1664046.0,0.07644749139713852,-241643.0,-0.12680085785246176,National Park,1013126.39,Northern Rockies and Plains,0.1298,0.9,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,16,2,0,0,4,2,0
6731,GLAC-2004,2033933.0,0.09344037095119734,369887.0,0.22228171576987654,National Park,1013126.39,Northern Rockies and Plains,0.1152,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,1,2,1,2,0
6732,GLAC-2005,1925101.0,0.08844054920123769,-108832.0,-0.053508153906741275,National Park,1013126.39,Northern Rockies and Plains,0.195,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,16,2,2,0,4,2,0
6733,GLAC-2006,1964399.0,0.0902459280891559,39298.0,0.020413474409914076,National Park,1013126.39,Northern Rockies and Plains,0.36939999999999995,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,16,2,2,1,4,1,0
6734,GLAC-2007,2083329.0,0.09570965935130951,118930.0,0.06054269015612409,National Park,1013126.39,Northern Rockies and Plains,0.3518,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Gargantuan,16,2,2,0,4,1,0
6735,GLAC-2008,1808027.0,0.08306208393776023,-275302.0,-0.1321452348620885,National Park,1013126.39,Northern Rockies and Plains,0.109,-1.6,Decrease,-1,1,0,0,La Niña,Strong,Strong La Niña,Nominal,Gargantuan,16,2,0,1,2,2,0
6736,GLAC-2009,2031348.0,0.09332161415886012,223321.0,0.12351640766426608,National Park,1013126.39,Northern Rockies and Plains,0.1474,-0.9,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,16,2,1,1,4,2,0
6737,GLAC-2010,2200048.0,0.10107181565491086,168700.0,0.0830483009312043,National Park,1013126.39,Northern Rockies and Plains,0.2696,1.5,Minimal Change,0,0,1,0,El Niño,Strong,Strong El Niño,Increased,Gargantuan,16,2,2,0,2,1,0
6738,GLAC-2011,1853564.0,0.08515408705290939,-346484.0,-0.1574892911427387,National Park,1013126.39,Northern Rockies and Plains,0.1832,-1.4,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,16,2,0,1,0,2,0
6739,GLAC-2012,2162035.0,0.09932547060767093,308471.0,0.16642047428629386,National Park,1013126.39,Northern Rockies and Plains,0.49,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Gargantuan,16,2,1,1,4,0,0
6740,GLAC-2013,2190374.0,0.10062738501310413,28339.0,0.01310755838827771,National Park,1013126.39,Northern Rockies and Plains,0.1804,-0.6,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,16,2,2,1,4,2,0
6741,GLAC-2014,2338528.0,0.1074336882285511,148154.0,0.06763867723046384,National Park,1013126.39,Northern Rockies and Plains,0.12960000000000002,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,16,2,2,1,4,2,0
6742,GLAC-2015,2366056.0,0.10869834470029553,27528.0,0.011771507546627622,National Park,1013126.39,Northern Rockies and Plains,0.41600000000000004,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Gargantuan,16,2,2,0,4,0,0
6743,GLAC-2016,2946681.0,0.13537268224412757,580625.0,0.24539782659412965,National Park,1013126.39,Northern Rockies and Plains,0.445,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Gargantuan,16,2,1,0,3,0,0
6744,GLAC-2017,3305512.0,0.15185764106469302,358831.0,0.12177463390166768,National Park,1013126.39,Northern Rockies and Plains,0.1528,-0.7,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,16,2,1,1,4,2,0
6745,GLAC-2018,2965309.0,0.1362284662006684,-340203.0,-0.10291991074302559,National Park,1013126.39,Northern Rockies and Plains,0.1646,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,16,2,0,1,0,2,0
6746,GLAC-2019,3049839.0,0.14011183628046192,84530.0,0.028506304064770317,National Park,1013126.39,Northern Rockies and Plains,0.4546,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Gargantuan,16,2,2,0,4,0,0
6747,GLAC-2020,1698864.0,0.07804705580549355,-1350975.0,-0.44296600574653283,National Park,1013126.39,Northern Rockies and Plains,0.1184,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,16,2,0,2,1,2,0
6748,GLAC-2021,3081656.0,0.14157353255194885,1382792.0,0.8139509695890901,National Park,1013126.39,Northern Rockies and Plains,0.3624,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Increased,Gargantuan,16,2,1,1,0,1,0
6749,GLAC-2022,2908458.0,0.13361668964315812,-173198.0,-0.056202898701217786,National Park,1013126.39,Northern Rockies and Plains,0.16899999999999998,-1.2,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Gargantuan,16,2,2,1,0,2,0
6750,GLAC-2023,2933616.0,0.13477246657995506,25158.0,0.008649944403529293,National Park,1013126.39,Northern Rockies and Plains,0.2036,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,16,2,2,1,4,1,0
6751,GLAC-2024,3208755.0,0.14741255365418096,275139.0,0.09378834857731891,National Park,1013126.39,Northern Rockies and Plains,0.4428,1.2,Minimal Change,0,0,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Gargantuan,16,2,2,0,0,0,0
6752,GLAC-2025,3136557.0,0.14409572468197068,-72198.0,-0.022500315542944228,National Park,1013126.39,Northern Rockies and Plains,0.3396,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Increased,Gargantuan,16,2,2,1,0,1,0
6753,GLCA-1980,1571491.0,0.07219544694268104,-84504.0,-0.05102913958073545,National Recreation Area,1254116.62,Southwest,0.12240000000000001,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,7,2,0,4,2,0
6754,GLCA-1981,1733529.0,0.07963959128184565,162038.0,0.10311099459048763,National Recreation Area,1254116.62,Southwest,0.1376,0.0,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,7,1,2,1,2,0
6755,GLCA-1982,1733226.0,0.07962567124003592,-303.0,-0.00017478796143589176,National Recreation Area,1254116.62,Southwest,0.15839999999999999,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,7,2,2,1,2,0
6756,GLCA-1983,1873031.0,0.08604841528363624,139805.0,0.08066172559146932,National Recreation Area,1254116.62,Southwest,0.3452,2.5,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Gargantuan,20,7,2,0,3,1,0
6757,GLCA-1984,1971102.0,0.09055386881605589,98071.0,0.052359517808301094,National Recreation Area,1254116.62,Southwest,0.2488,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,20,7,2,1,4,1,0
6758,GLCA-1985,2078866.0,0.09550462586419112,107764.0,0.05467195507893554,National Recreation Area,1254116.62,Southwest,0.207,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Increased,Gargantuan,20,7,2,1,4,1,0
6759,GLCA-1986,2438898.0,0.112044759503943,360032.0,0.17318672776407906,National Recreation Area,1254116.62,Southwest,0.2116,-0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Gargantuan,20,7,1,2,1,1,0
6760,GLCA-1987,2858739.0,0.1313325623865953,419841.0,0.1721437304881139,National Recreation Area,1254116.62,Southwest,0.198,1.6,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Nominal,Gargantuan,20,7,1,0,2,2,0
6761,GLCA-1988,3529241.0,0.1621359151044674,670502.0,0.23454467161919992,National Recreation Area,1254116.62,Southwest,0.0864,0.7,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,7,1,0,4,2,0
6762,GLCA-1989,3452847.0,0.15862631882059483,-76394.0,-0.02164601397297606,National Recreation Area,1254116.62,Southwest,0.2018,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Increased,Gargantuan,20,7,2,1,2,1,0
6763,GLCA-1990,3074242.0,0.14123292796456463,-378605.0,-0.1096500945451681,National Recreation Area,1254116.62,Southwest,0.1378,0.2,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,7,0,2,1,2,0
6764,GLCA-1991,3181144.0,0.14614408410167676,106902.0,0.0347734498455229,National Recreation Area,1254116.62,Southwest,0.0834,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,7,2,0,4,2,0
6765,GLCA-1992,3587754.0,0.16482404515863702,406610.0,0.12781879726287146,National Recreation Area,1254116.62,Southwest,0.2144,2.3,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Gargantuan,20,7,1,0,3,1,0
6766,GLCA-1993,3584158.0,0.16465884228620195,-3596.0,-0.0010022983738572934,National Recreation Area,1254116.62,Southwest,0.1864,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Gargantuan,20,7,2,0,4,2,0
6767,GLCA-1994,2797734.0,0.12852994802816864,-786424.0,-0.2194166663411602,National Recreation Area,1254116.62,Southwest,0.0834,0.3,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,7,0,2,1,2,0
6768,GLCA-1995,2511353.0,0.11537339524428893,-286381.0,-0.10236176848835522,National Recreation Area,1254116.62,Southwest,0.107,1.3,Decrease,-1,1,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Gargantuan,20,7,0,0,0,2,0
6769,GLCA-1996,2505004.0,0.11508171753653298,-6349.0,-0.0025281193046138876,National Recreation Area,1254116.62,Southwest,0.1882,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Gargantuan,20,7,2,1,4,2,0
6770,GLCA-1997,2430781.0,0.11167185858193089,-74223.0,-0.029629892806558394,National Recreation Area,1254116.62,Southwest,0.1804,-0.2,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Gargantuan,20,7,2,2,1,2,0
