,Code_Year,Visitors,Visitors Scaled,vis_annual_chg,vis_annual_chg_pct,Designation,Gross Area Acres,Region,cei_pct_area,RONI,Visitor Trend Cat,Visitor Trend Bins,Visitor Trend Chg,Visitor Trend UpDn,Visitor Trend SigChg,RONI Event,RONI Intensity,RONI Desc,CEI Cat,GAA Cat,Desig Code,Region Code,Vis Trend Code,RONI Event Code,RONI Int Code,CEI Cat Code,GAA Cat Code
106,ADAM-1994,41179.0,0.0018917934048955178,-2698.0,-0.06149007452651731,National Historical Park,23.82,Northeast,0.1168,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,2,2,1,2,3
107,ADAM-1995,47312.0,0.002173547914529657,6133.0,0.148935136841594,National Historical Park,23.82,Northeast,0.064,1.3,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Nominal,Small,8,1,1,0,0,2,3
108,ADAM-1996,38230.0,0.0017563141860937772,-9082.0,-0.19195975650997632,National Historical Park,23.82,Northeast,0.31079999999999997,-0.9,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Increased,Small,8,1,0,1,4,1,3
109,ADAM-1997,56643.0,0.002602220885244829,18413.0,0.4816374574941146,National Historical Park,23.82,Northeast,0.059000000000000004,-0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,1,2,1,2,3
110,ADAM-1998,63569.0,0.0029204063953909318,6926.0,0.12227459703758628,National Historical Park,23.82,Northeast,0.4708,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Small,8,1,1,0,3,0,3
111,ADAM-1999,84574.0,0.003885391472003534,21005.0,0.3304283534427158,National Historical Park,23.82,Northeast,0.365,-1.5,Increase,1,1,1,0,La Niña,Strong,Strong La Niña,Increased,Small,8,1,1,1,2,1,3
112,ADAM-2000,87347.0,0.004012785121965293,2773.0,0.03278785442334524,National Historical Park,23.82,Northeast,0.1158,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Small,8,1,2,1,2,2,3
113,ADAM-2001,167500.0,0.00769507261759633,80153.0,0.9176388427765121,National Historical Park,23.82,Northeast,0.21960000000000002,-0.6,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Small,8,1,1,1,4,1,3
114,ADAM-2002,173944.0,0.007991114694896573,6444.0,0.03847164179104478,National Historical Park,23.82,Northeast,0.155,-0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Small,8,1,2,2,1,2,3
115,ADAM-2003,215659.0,0.009907532332168399,41715.0,0.23981856229591134,National Historical Park,23.82,Northeast,0.3132,0.9,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,1,0,4,1,3
116,ADAM-2004,239504.0,0.0110029890877898,23845.0,0.1105680727444716,National Historical Park,23.82,Northeast,0.2168,0.3,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Small,8,1,1,2,1,1,3
117,ADAM-2005,220467.0,0.010128415371842447,-19037.0,-0.0794851025452602,National Historical Park,23.82,Northeast,0.2868,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,2,0,4,1,3
118,ADAM-2006,225318.0,0.010351273862994446,4851.0,0.022003293009838207,National Historical Park,23.82,Northeast,0.637,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,1,2,1,4,0,3
119,ADAM-2007,224880.0,0.010331151822358582,-438.0,-0.0019439192607781002,National Historical Park,23.82,Northeast,0.10679999999999999,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,2,0,4,2,3
120,ADAM-2008,241536.0,0.011096340655305953,16656.0,0.07406616862326575,National Historical Park,23.82,Northeast,0.2352,-1.6,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Small,8,1,2,1,2,1,3
121,ADAM-2009,253656.0,0.011653142327695609,12120.0,0.05017885532591415,National Historical Park,23.82,Northeast,0.1592,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,2,1,4,2,3
122,ADAM-2010,73339.0,0.0033692473474740132,-180317.0,-0.7108722048758949,National Historical Park,23.82,Northeast,0.33880000000000005,1.5,Decrease,-1,1,0,0,El Niño,Strong,Strong El Niño,Increased,Small,8,1,0,0,2,1,3
123,ADAM-2011,219975.0,0.010105812531676134,146636.0,1.9994273169800516,National Historical Park,23.82,Northeast,0.6314,-1.4,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,1,4,1,0,0,3
124,ADAM-2012,336031.0,0.015437510129931416,116056.0,0.5275872258211161,National Historical Park,23.82,Northeast,0.47479999999999994,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,1,1,1,4,0,3
125,ADAM-2013,285501.0,0.013116124939679818,-50530.0,-0.15037303105963437,National Historical Park,23.82,Northeast,0.1646,-0.6,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,0,1,4,2,3
126,ADAM-2014,178468.0,0.008198950566669742,-107033.0,-0.3748953593857815,National Historical Park,23.82,Northeast,0.1074,-0.5,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Small,8,1,0,1,4,2,3
127,ADAM-2015,183632.0,0.008436188506951936,5164.0,0.02893515924423426,National Historical Park,23.82,Northeast,0.18,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Small,8,1,2,0,4,2,3
128,ADAM-2016,199301.0,0.009156033837370544,15669.0,0.08532826522610439,National Historical Park,23.82,Northeast,0.3778,2.2,Minimal Change,0,0,1,0,El Niño,Very Strong,Very Strong El Niño,Increased,Small,8,1,2,0,3,1,3
129,ADAM-2017,255562.0,0.011740705362974049,56261.0,0.2822916091740634,National Historical Park,23.82,Northeast,0.299,-0.7,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Increased,Small,8,1,1,1,4,1,3
130,ADAM-2018,121007.0,0.005559150162611815,-134555.0,-0.5265062881023,National Historical Park,23.82,Northeast,0.3496,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Increased,Small,8,1,0,1,0,1,3
131,ADAM-2019,187400.0,0.008609293185298818,66393.0,0.548670738056476,National Historical Park,23.82,Northeast,0.3968,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Small,8,1,1,0,4,1,3
132,ADAM-2020,6937.0,0.00031869085819860143,-180463.0,-0.962982924226254,National Historical Park,23.82,Northeast,0.4376,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Small,8,1,0,2,1,0,3
133,ADAM-2021,20679.0,0.0009500083979658179,13742.0,1.980971601556869,National Historical Park,23.82,Northeast,0.547,-1.2,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Extreme,Small,8,1,4,1,0,0,3
134,ADAM-2022,12848.0,0.0005902465253186725,-7831.0,-0.3786933604139465,National Historical Park,23.82,Northeast,0.2064,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Increased,Small,8,1,0,1,0,1,3
135,ADAM-2023,25229.0,0.001159038728772166,12381.0,0.9636519302615193,National Historical Park,23.82,Northeast,0.6038,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Small,8,1,1,1,4,0,3
136,ADAM-2024,45656.0,0.0020974700622625555,20427.0,0.8096634825002973,National Historical Park,23.82,Northeast,0.5454,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Small,8,1,1,0,0,0,3
137,ADAM-2025,48726.0,0.0022385081096417837,3070.0,0.06724198352899947,National Historical Park,23.82,Northeast,0.1524,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Nominal,Small,8,1,2,1,0,2,3
138,AFBG-2011,108585.0,0.004988474389144462,-8528.0,-0.0728185598524502,National Monument,0.35,Northeast,0.6314,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Extreme,Tiny,13,1,2,1,0,0,4
139,AFBG-2012,77624.0,0.003566103384288343,-30961.0,-0.2851314638301791,National Monument,0.35,Northeast,0.47479999999999994,-0.8,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Extreme,Tiny,13,1,0,1,4,0,4
140,AFBG-2013,93234.0,0.004283238211516276,15610.0,0.20109759868082036,National Monument,0.35,Northeast,0.1646,-0.6,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Tiny,13,1,1,1,4,2,4
141,AFBG-2014,54861.0,0.0025203545007400135,-38373.0,-0.4115773215779651,National Monument,0.35,Northeast,0.1074,-0.5,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Tiny,13,1,0,1,4,2,4
142,AFBG-2015,56348.0,0.0025886683692914504,1487.0,0.02710486502251144,National Monument,0.35,Northeast,0.18,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Tiny,13,1,2,0,4,2,4
143,AFBG-2016,46526.0,0.002137438499142011,-9822.0,-0.17430964719244693,National Monument,0.35,Northeast,0.3778,2.2,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Tiny,13,1,0,0,3,1,4
144,AFBG-2017,43182.0,0.0019838126911823563,-3344.0,-0.07187379099858143,National Monument,0.35,Northeast,0.299,-0.7,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Tiny,13,1,2,1,4,1,4
145,AFBG-2018,45035.0,0.002068940867662392,1853.0,0.04291139826779677,National Monument,0.35,Northeast,0.3496,-1.1,Minimal Change,0,0,1,0,La Niña,Moderate,Moderate La Niña,Increased,Tiny,13,1,2,1,0,1,4
146,AFBG-2019,47427.0,0.002178831098714872,2392.0,0.05311424447651826,National Monument,0.35,Northeast,0.3968,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Tiny,13,1,2,0,4,1,4
147,AFBG-2020,7908.0,0.0003632993090146375,-39519.0,-0.8332595357075084,National Monument,0.35,Northeast,0.4376,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Extreme,Tiny,13,1,0,2,1,0,4
148,AFBG-2021,9167.0,0.00042113869065973464,1259.0,0.1592058674759737,National Monument,0.35,Northeast,0.547,-1.2,Increase,1,1,1,0,La Niña,Moderate,Moderate La Niña,Extreme,Tiny,13,1,1,1,0,0,4
149,AFBG-2022,29743.0,0.0013664151932248814,20576.0,2.2445729246209227,National Monument,0.35,Northeast,0.2064,-1.2,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Increased,Tiny,13,1,4,1,0,1,4
150,AFBG-2023,40817.0,0.0018751628598951008,11074.0,0.3723228995057661,National Monument,0.35,Northeast,0.6038,-0.8,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Extreme,Tiny,13,1,1,1,4,0,4
151,AFBG-2024,36007.0,0.0016541879387569614,-4810.0,-0.11784305558958277,National Monument,0.35,Northeast,0.5454,1.2,Decrease,-1,1,0,0,El Niño,Moderate,Moderate El Niño,Extreme,Tiny,13,1,0,0,0,0,4
152,AFBG-2025,32465.0,0.0014914658658523273,-3542.0,-0.09836976143527647,National Monument,0.35,Northeast,0.1524,-1.1,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Tiny,13,1,2,1,0,2,4
153,AGFO-1980,8330.0,0.00038268629793777566,215.0,0.02649414664202095,National Monument,3057.87,Northern Rockies and Plains,0.09300000000000001,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,13,2,2,0,4,2,1
154,AGFO-1981,9459.0,0.0004345533844169772,1129.0,0.1355342136854742,National Monument,3057.87,Northern Rockies and Plains,0.29960000000000003,0.0,Increase,1,1,1,0,Neutral,Neutral,Neutral,Increased,Large,13,2,1,2,1,1,1
155,AGFO-1982,9018.0,0.0004142935215849773,-441.0,-0.046622264509990484,National Monument,3057.87,Northern Rockies and Plains,0.247,0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Increased,Large,13,2,2,2,1,1,1
156,AGFO-1983,10097.0,0.0004638635714619113,1079.0,0.11964958970946996,National Monument,3057.87,Northern Rockies and Plains,0.12480000000000001,2.5,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Large,13,2,1,0,3,2,1
157,AGFO-1984,10317.0,0.0004739705325118885,220.0,0.021788650094087352,National Monument,3057.87,Northern Rockies and Plains,0.14279999999999998,-0.5,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,2,2,1,4,2,1
158,AGFO-1985,10366.0,0.00047622162838211076,49.0,0.0047494426674420855,National Monument,3057.87,Northern Rockies and Plains,0.17980000000000002,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,2,2,1,4,2,1
159,AGFO-1986,10187.0,0.00046799823734599286,-179.0,-0.017267991510708083,National Monument,3057.87,Northern Rockies and Plains,0.1324,-0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,2,2,1,2,1
160,AGFO-1987,11439.0,0.0005255160338667726,1252.0,0.12290173750858938,National Monument,3057.87,Northern Rockies and Plains,0.34979999999999994,1.6,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Increased,Large,13,2,1,0,2,1,1
161,AGFO-1988,11156.0,0.0005125148066979382,-283.0,-0.024739924818603026,National Monument,3057.87,Northern Rockies and Plains,0.3432,0.7,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Large,13,2,2,0,4,1,1
162,AGFO-1989,11459.0,0.0005264348485076796,303.0,0.027160272499103622,National Monument,3057.87,Northern Rockies and Plains,0.1446,-1.7,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Nominal,Large,13,2,2,1,2,2,1
163,AGFO-1990,14482.0,0.0006653136814807764,3023.0,0.26381010559385637,National Monument,3057.87,Northern Rockies and Plains,0.187,0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,1,2,1,2,1
164,AGFO-1991,13891.0,0.0006381627088419738,-591.0,-0.0408092804861207,National Monument,3057.87,Northern Rockies and Plains,0.1018,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Large,13,2,2,0,4,2,1
165,AGFO-1992,18785.0,0.0008629966514719227,4894.0,0.35231444820387303,National Monument,3057.87,Northern Rockies and Plains,0.0674,2.3,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Nominal,Large,13,2,1,0,3,2,1
166,AGFO-1993,19467.0,0.0008943282307268522,682.0,0.03630556294916157,National Monument,3057.87,Northern Rockies and Plains,0.36219999999999997,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Increased,Large,13,2,2,0,4,1,1
167,AGFO-1994,18970.0,0.0008714956869003127,-497.0,-0.025530384753685725,National Monument,3057.87,Northern Rockies and Plains,0.11699999999999999,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,2,2,1,2,1
168,AGFO-1995,18719.0,0.0008599645631569295,-251.0,-0.013231418028465999,National Monument,3057.87,Northern Rockies and Plains,0.193,1.3,Minimal Change,0,0,0,0,El Niño,Moderate,Moderate El Niño,Nominal,Large,13,2,2,0,0,2,1
169,AGFO-1996,16567.0,0.0007611001077953337,-2152.0,-0.11496340616485923,National Monument,3057.87,Northern Rockies and Plains,0.3454,-0.9,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Increased,Large,13,2,0,1,4,1,1
170,AGFO-1997,20596.0,0.0009461953172060538,4029.0,0.24319430192551458,National Monument,3057.87,Northern Rockies and Plains,0.11939999999999999,-0.2,Increase,1,1,1,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,1,2,1,2,1
171,AGFO-1998,17594.0,0.0008082812396059093,-3002.0,-0.14575645756457564,National Monument,3057.87,Northern Rockies and Plains,0.3398,2.2,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,13,2,0,0,3,1,1
172,AGFO-1999,18117.0,0.0008323082424656281,523.0,0.029726042969194042,National Monument,3057.87,Northern Rockies and Plains,0.316,-1.5,Minimal Change,0,0,1,0,La Niña,Strong,Strong La Niña,Increased,Large,13,2,2,1,2,1,1
173,AGFO-2000,17933.0,0.0008238551477692834,-184.0,-0.010156206877518352,National Monument,3057.87,Northern Rockies and Plains,0.08439999999999999,-1.7,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,13,2,2,1,2,2,1
174,AGFO-2001,17399.0,0.0007993227968570659,-534.0,-0.02977750515808844,National Monument,3057.87,Northern Rockies and Plains,0.24420000000000003,-0.6,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,13,2,2,1,4,1,1
175,AGFO-2002,17129.0,0.0007869187992048211,-270.0,-0.015518133226047474,National Monument,3057.87,Northern Rockies and Plains,0.128,-0.1,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,2,2,1,2,1
176,AGFO-2003,16233.0,0.0007457559032921863,-896.0,-0.052308949734368615,National Monument,3057.87,Northern Rockies and Plains,0.1298,0.9,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Large,13,2,2,0,4,2,1
177,AGFO-2004,15235.0,0.0006999070527109258,-998.0,-0.061479701841926936,National Monument,3057.87,Northern Rockies and Plains,0.1152,0.3,Minimal Change,0,0,0,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,2,2,1,2,1
178,AGFO-2005,14209.0,0.0006527718616323954,-1026.0,-0.06734492943879225,National Monument,3057.87,Northern Rockies and Plains,0.195,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Nominal,Large,13,2,2,0,4,2,1
179,AGFO-2006,13521.0,0.0006211646379851939,-688.0,-0.048420015483144487,National Monument,3057.87,Northern Rockies and Plains,0.36939999999999995,-0.9,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,13,2,2,1,4,1,1
180,AGFO-2007,12997.0,0.0005970916943934298,-524.0,-0.038754529990385325,National Monument,3057.87,Northern Rockies and Plains,0.3518,0.6,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Large,13,2,2,0,4,1,1
181,AGFO-2008,12425.0,0.0005708135956634889,-572.0,-0.04401015618988997,National Monument,3057.87,Northern Rockies and Plains,0.109,-1.6,Minimal Change,0,0,0,0,La Niña,Strong,Strong La Niña,Nominal,Large,13,2,2,1,2,2,1
182,AGFO-2009,12694.0,0.0005831716525836884,269.0,0.02164989939637827,National Monument,3057.87,Northern Rockies and Plains,0.1474,-0.9,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,2,2,1,4,2,1
183,AGFO-2010,12509.0,0.0005746726171552985,-185.0,-0.014573814400504176,National Monument,3057.87,Northern Rockies and Plains,0.2696,1.5,Minimal Change,0,0,0,0,El Niño,Strong,Strong El Niño,Increased,Large,13,2,2,0,2,1,1
184,AGFO-2011,11617.0,0.0005336934841708451,-892.0,-0.07130865776640818,National Monument,3057.87,Northern Rockies and Plains,0.1832,-1.4,Minimal Change,0,0,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,13,2,2,1,0,2,1
185,AGFO-2012,11824.0,0.0005432032157042328,207.0,0.01781871395368856,National Monument,3057.87,Northern Rockies and Plains,0.49,-0.8,Minimal Change,0,0,1,0,La Niña,Weak,Weak La Niña,Extreme,Large,13,2,2,1,4,0,1
186,AGFO-2013,10504.0,0.00048256144940436924,-1320.0,-0.11163734776725305,National Monument,3057.87,Northern Rockies and Plains,0.1804,-0.6,Decrease,-1,1,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,2,0,1,4,2,1
187,AGFO-2014,12440.0,0.0005715027066441692,1936.0,0.1843107387661843,National Monument,3057.87,Northern Rockies and Plains,0.12960000000000002,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,2,1,1,4,2,1
188,AGFO-2015,13264.0,0.0006093578698495386,824.0,0.06623794212218649,National Monument,3057.87,Northern Rockies and Plains,0.41600000000000004,0.5,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Large,13,2,2,0,4,0,1
189,AGFO-2016,15555.0,0.0007146080869654383,2291.0,0.17272316043425814,National Monument,3057.87,Northern Rockies and Plains,0.445,2.2,Increase,1,1,1,0,El Niño,Very Strong,Very Strong El Niño,Extreme,Large,13,2,1,0,3,0,1
190,AGFO-2017,32038.0,0.0014718491732689624,16483.0,1.0596592735454837,National Monument,3057.87,Northern Rockies and Plains,0.1528,-0.7,Sig Incr,10,1,1,1,La Niña,Weak,Weak La Niña,Nominal,Large,13,2,4,1,4,2,1
191,AGFO-2018,16238.0,0.0007459856069524131,-15800.0,-0.49316436731381486,National Monument,3057.87,Northern Rockies and Plains,0.1646,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,13,2,0,1,0,2,1
192,AGFO-2019,16657.0,0.0007652347736794153,419.0,0.02580367040275896,National Monument,3057.87,Northern Rockies and Plains,0.4546,0.6,Minimal Change,0,0,1,0,El Niño,Weak,Weak El Niño,Extreme,Large,13,2,2,0,4,0,1
193,AGFO-2020,8722.0,0.00040069506489955335,-7935.0,-0.4763762982529867,National Monument,3057.87,Northern Rockies and Plains,0.1184,0.1,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Large,13,2,0,2,1,2,1
194,AGFO-2021,18264.0,0.0008390615300762947,9542.0,1.0940151341435451,National Monument,3057.87,Northern Rockies and Plains,0.3624,-1.2,Sig Incr,10,1,1,1,La Niña,Moderate,Moderate La Niña,Increased,Large,13,2,4,1,0,1,1
195,AGFO-2022,16357.0,0.0007514525540658099,-1907.0,-0.10441305300043802,National Monument,3057.87,Northern Rockies and Plains,0.16899999999999998,-1.2,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Nominal,Large,13,2,0,1,0,2,1
196,AGFO-2023,15562.0,0.0007149296720897557,-795.0,-0.04860304456807483,National Monument,3057.87,Northern Rockies and Plains,0.2036,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Increased,Large,13,2,2,1,4,1,1
197,AGFO-2024,19395.0,0.0008910204980195869,3833.0,0.24630510217195734,National Monument,3057.87,Northern Rockies and Plains,0.4428,1.2,Increase,1,1,1,0,El Niño,Moderate,Moderate El Niño,Extreme,Large,13,2,1,0,0,0,1
198,AGFO-2025,16827.0,0.000773044698127125,-2568.0,-0.13240525908739365,National Monument,3057.87,Northern Rockies and Plains,0.3396,-1.1,Decrease,-1,1,0,0,La Niña,Moderate,Moderate La Niña,Increased,Large,13,2,0,1,0,1,1
203,ALFL-1980,2211.0,0.00010157495855227155,289.0,0.15036420395421435,National Monument,1370.97,South,0.1152,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Nominal,Large,13,5,1,0,4,2,1
204,ALFL-1981,2384.0,0.00010952270519611731,173.0,0.07824513794663049,National Monument,1370.97,South,0.1084,0.0,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Large,13,5,2,2,1,2,1
205,ALFL-1982,2398.0,0.00011016587544475223,14.0,0.00587248322147651,National Monument,1370.97,South,0.0484,0.1,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Large,13,5,2,2,1,2,1
206,ALFL-1983,1919.0,8.8160264795029e-05,-479.0,-0.19974979149291075,National Monument,1370.97,South,0.32020000000000004,2.5,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,13,5,0,0,3,1,1
207,ALFL-1984,2251.0,0.0001034125878340856,332.0,0.1730067743616467,National Monument,1370.97,South,0.052199999999999996,-0.5,Increase,1,1,1,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,5,1,1,4,2,1
208,ALFL-1985,2200.0,0.00010106961049977269,-51.0,-0.02265659706796979,National Monument,1370.97,South,0.18960000000000002,-0.8,Minimal Change,0,0,0,0,La Niña,Weak,Weak La Niña,Nominal,Large,13,5,2,1,4,2,1
209,ALFL-1986,2202.0,0.0001011614919638634,2.0,0.0009090909090909091,National Monument,1370.97,South,0.1454,-0.3,Minimal Change,0,0,1,0,Neutral,Neutral,Neutral,Nominal,Large,13,5,2,2,1,2,1
210,ALFL-1987,2494.0,0.00011457618572110594,292.0,0.13260672116257946,National Monument,1370.97,South,0.1562,1.6,Increase,1,1,1,0,El Niño,Strong,Strong El Niño,Nominal,Large,13,5,1,0,2,2,1
211,ALFL-1988,2140.0,9.831316657705161e-05,-354.0,-0.14194065757818766,National Monument,1370.97,South,0.1286,0.7,Decrease,-1,1,0,0,El Niño,Weak,Weak El Niño,Nominal,Large,13,5,0,0,4,2,1
212,ALFL-1989,3842.0,0.00017650429251823938,1702.0,0.7953271028037383,National Monument,1370.97,South,0.2228,-1.7,Increase,1,1,1,0,La Niña,Strong,Strong La Niña,Increased,Large,13,5,1,1,2,1,1
213,ALFL-1990,3418.0,0.00015702542213101047,-424.0,-0.11035918792295679,National Monument,1370.97,South,0.0902,0.2,Decrease,-1,1,0,0,Neutral,Neutral,Neutral,Nominal,Large,13,5,0,2,1,2,1
214,ALFL-1991,3812.0,0.00017512607055687887,394.0,0.11527208894090112,National Monument,1370.97,South,0.2052,0.6,Increase,1,1,1,0,El Niño,Weak,Weak El Niño,Increased,Large,13,5,1,0,4,1,1
215,ALFL-1992,3419.0,0.00015707136286305582,-393.0,-0.10309548793284365,National Monument,1370.97,South,0.22399999999999998,2.3,Decrease,-1,1,0,0,El Niño,Very Strong,Very Strong El Niño,Increased,Large,13,5,0,0,3,1,1
216,ALFL-1993,3155.0,0.0001449430096030831,-264.0,-0.07721556010529394,National Monument,1370.97,South,0.2568,0.5,Minimal Change,0,0,0,0,El Niño,Weak,Weak El Niño,Increased,Large,13,5,2,0,4,1,1
