,Park_Code,Designation,Region,Gross Area Acres,Year,Percentage Area
20800,HART,National Historical Park,Northeast,31.5,1946,0.1462
20801,HART,National Historical Park,Northeast,31.5,1947,0.0184
20802,HART,National Historical Park,Northeast,31.5,1948,0.1304
20803,HART,National Historical Park,Northeast,31.5,1949,0.2144
20804,HART,National Historical Park,Northeast,31.5,1950,0.1576
20805,HART,National Historical Park,Northeast,31.5,1951,0.0674
20806,HART,National Historical Park,Northeast,31.5,1952,0.12560000000000002
20807,HART,National Historical Park,Northeast,31.5,1953,0.22899999999999998
20808,HART,National Historical Park,Northeast,31.5,1954,0.1882
20809,HART,National Historical Park,Northeast,31.5,1955,0.132
20810,HART,National Historical Park,Northeast,31.5,1956,0.1348
20811,HART,National Historical Park,Northeast,31.5,1957,0.16579999999999998
20812,HART,National Historical Park,Northeast,31.5,1958,0.2858
20813,HART,National Historical Park,Northeast,31.5,1959,0.0008
20814,HART,National Historical Park,Northeast,31.5,1960,0.0746
20815,HART,National Historical Park,Northeast,31.5,1961,0.013600000000000001
20816,HART,National Historical Park,Northeast,31.5,1962,0.2432
20817,HART,National Historical Park,Northeast,31.5,1963,0.2746
20818,HART,National Historical Park,Northeast,31.5,1964,0.1632
20819,HART,National Historical Park,Northeast,31.5,1965,0.157
20820,HART,National Historical Park,Northeast,31.5,1966,0.1684
20821,HART,National Historical Park,Northeast,31.5,1967,0.10060000000000001
20822,HART,National Historical Park,Northeast,31.5,1968,0.0558
20823,HART,National Historical Park,Northeast,31.5,1969,0.0168
20824,HART,National Historical Park,Northeast,31.5,1970,0.0126
20825,HART,National Historical Park,Northeast,31.5,1971,0.0762
20826,HART,National Historical Park,Northeast,31.5,1972,0.3762
20827,HART,National Historical Park,Northeast,31.5,1973,0.24719999999999998
20828,HART,National Historical Park,Northeast,31.5,1974,0.0974
20829,HART,National Historical Park,Northeast,31.5,1975,0.1448
20830,HART,National Historical Park,Northeast,31.5,1976,0.2434
20831,HART,National Historical Park,Northeast,31.5,1977,0.1834
20832,HART,National Historical Park,Northeast,31.5,1978,0.26899999999999996
20833,HART,National Historical Park,Northeast,31.5,1979,0.19399999999999998
20834,HART,National Historical Park,Northeast,31.5,1980,0.10619999999999999
20835,HART,National Historical Park,Northeast,31.5,1981,0.068
20836,HART,National Historical Park,Northeast,31.5,1982,0.06480000000000001
20837,HART,National Historical Park,Northeast,31.5,1983,0.065
20838,HART,National Historical Park,Northeast,31.5,1984,0.0318
20839,HART,National Historical Park,Northeast,31.5,1985,0.1192
20840,HART,National Historical Park,Northeast,31.5,1986,0.0622
20841,HART,National Historical Park,Northeast,31.5,1987,0.053
20842,HART,National Historical Park,Northeast,31.5,1988,0.0602
20843,HART,National Historical Park,Northeast,31.5,1989,0.1298
20844,HART,National Historical Park,Northeast,31.5,1990,0.3194
20845,HART,National Historical Park,Northeast,31.5,1991,0.2724
20846,HART,National Historical Park,Northeast,31.5,1992,0.1628
20847,HART,National Historical Park,Northeast,31.5,1993,0.021
20848,HART,National Historical Park,Northeast,31.5,1994,0.1168
20849,HART,National Historical Park,Northeast,31.5,1995,0.064
20850,HART,National Historical Park,Northeast,31.5,1996,0.31079999999999997
20851,HART,National Historical Park,Northeast,31.5,1997,0.059000000000000004
20852,HART,National Historical Park,Northeast,31.5,1998,0.4708
20853,HART,National Historical Park,Northeast,31.5,1999,0.365
20854,HART,National Historical Park,Northeast,31.5,2000,0.1158
20855,HART,National Historical Park,Northeast,31.5,2001,0.21960000000000002
20856,HART,National Historical Park,Northeast,31.5,2002,0.155
20857,HART,National Historical Park,Northeast,31.5,2003,0.3132
20858,HART,National Historical Park,Northeast,31.5,2004,0.2168
20859,HART,National Historical Park,Northeast,31.5,2005,0.2868
20860,HART,National Historical Park,Northeast,31.5,2006,0.637
20861,HART,National Historical Park,Northeast,31.5,2007,0.10679999999999999
20862,HART,National Historical Park,Northeast,31.5,2008,0.2352
20863,HART,National Historical Park,Northeast,31.5,2009,0.1592
20864,HART,National Historical Park,Northeast,31.5,2010,0.33880000000000005
20865,HART,National Historical Park,Northeast,31.5,2011,0.6314
20866,HART,National Historical Park,Northeast,31.5,2012,0.47479999999999994
20867,HART,National Historical Park,Northeast,31.5,2013,0.1646
20868,HART,National Historical Park,Northeast,31.5,2014,0.1074
20869,HART,National Historical Park,Northeast,31.5,2015,0.18
20870,HART,National Historical Park,Northeast,31.5,2016,0.3778
20871,HART,National Historical Park,Northeast,31.5,2017,0.299
20872,HART,National Historical Park,Northeast,31.5,2018,0.3496
20873,HART,National Historical Park,Northeast,31.5,2019,0.3968
20874,HART,National Historical Park,Northeast,31.5,2020,0.4376
20875,HART,National Historical Park,Northeast,31.5,2021,0.547
20876,HART,National Historical Park,Northeast,31.5,2022,0.2064
20877,HART,National Historical Park,Northeast,31.5,2023,0.6038
20878,HART,National Historical Park,Northeast,31.5,2024,0.5454
20879,HART,National Historical Park,Northeast,31.5,2025,0.1524
20880,HATU,National Historical Park,Southeast,480.0,1910,0.1782
20881,HATU,National Historical Park,Southeast,480.0,1911,0.1552
20882,HATU,National Historical Park,Southeast,480.0,1912,0.32439999999999997
20883,HATU,National Historical Park,Southeast,480.0,1913,0.0246
20884,HATU,National Historical Park,Southeast,480.0,1914,0.16
20885,HATU,National Historical Park,Southeast,480.0,1915,0.15380000000000002
20886,HATU,National Historical Park,Southeast,480.0,1916,0.064
20887,HATU,National Historical Park,Southeast,480.0,1917,0.30760000000000004
20888,HATU,National Historical Park,Southeast,480.0,1918,0.061799999999999994
20889,HATU,National Historical Park,Southeast,480.0,1919,0.1036
20890,HATU,National Historical Park,Southeast,480.0,1920,0.2532
20891,HATU,National Historical Park,Southeast,480.0,1921,0.24960000000000002
20892,HATU,National Historical Park,Southeast,480.0,1922,0.1748
20893,HATU,National Historical Park,Southeast,480.0,1923,0.038599999999999995
20894,HATU,National Historical Park,Southeast,480.0,1924,0.21359999999999998
20895,HATU,National Historical Park,Southeast,480.0,1925,0.20879999999999999
20896,HATU,National Historical Park,Southeast,480.0,1926,0.18100000000000002
20897,HATU,National Historical Park,Southeast,480.0,1927,0.2698
20898,HATU,National Historical Park,Southeast,480.0,1928,0.2254
20899,HATU,National Historical Park,Southeast,480.0,1929,0.2702
20900,HATU,National Historical Park,Southeast,480.0,1930,0.1432
20901,HATU,National Historical Park,Southeast,480.0,1931,0.19399999999999998
20902,HATU,National Historical Park,Southeast,480.0,1932,0.19920000000000002
20903,HATU,National Historical Park,Southeast,480.0,1933,0.2354
20904,HATU,National Historical Park,Southeast,480.0,1934,0.0888
20905,HATU,National Historical Park,Southeast,480.0,1935,0.057
20906,HATU,National Historical Park,Southeast,480.0,1936,0.1934
20907,HATU,National Historical Park,Southeast,480.0,1937,0.1016
20908,HATU,National Historical Park,Southeast,480.0,1938,0.1142
20909,HATU,National Historical Park,Southeast,480.0,1939,0.0788
20910,HATU,National Historical Park,Southeast,480.0,1940,0.4266
20911,HATU,National Historical Park,Southeast,480.0,1941,0.2254
20912,HATU,National Historical Park,Southeast,480.0,1942,0.11720000000000001
20913,HATU,National Historical Park,Southeast,480.0,1943,0.2192
20914,HATU,National Historical Park,Southeast,480.0,1944,0.105
20915,HATU,National Historical Park,Southeast,480.0,1945,0.07440000000000001
20916,HATU,National Historical Park,Southeast,480.0,1946,0.07980000000000001
20917,HATU,National Historical Park,Southeast,480.0,1947,0.17600000000000002
20918,HATU,National Historical Park,Southeast,480.0,1948,0.213
20919,HATU,National Historical Park,Southeast,480.0,1949,0.1378
20920,HATU,National Historical Park,Southeast,480.0,1950,0.0694
20921,HATU,National Historical Park,Southeast,480.0,1951,0.1104
20922,HATU,National Historical Park,Southeast,480.0,1952,0.08220000000000001
20923,HATU,National Historical Park,Southeast,480.0,1953,0.17120000000000002
20924,HATU,National Historical Park,Southeast,480.0,1954,0.3464
20925,HATU,National Historical Park,Southeast,480.0,1955,0.2014
20926,HATU,National Historical Park,Southeast,480.0,1956,0.13419999999999999
20927,HATU,National Historical Park,Southeast,480.0,1957,0.1026
20928,HATU,National Historical Park,Southeast,480.0,1958,0.3666
20929,HATU,National Historical Park,Southeast,480.0,1959,0.09880000000000001
20930,HATU,National Historical Park,Southeast,480.0,1960,0.25780000000000003
20931,HATU,National Historical Park,Southeast,480.0,1961,0.1618
20932,HATU,National Historical Park,Southeast,480.0,1962,0.09699999999999999
20933,HATU,National Historical Park,Southeast,480.0,1963,0.32439999999999997
20934,HATU,National Historical Park,Southeast,480.0,1964,0.2872
20935,HATU,National Historical Park,Southeast,480.0,1965,0.0986
20936,HATU,National Historical Park,Southeast,480.0,1966,0.3494
20937,HATU,National Historical Park,Southeast,480.0,1967,0.2048
20938,HATU,National Historical Park,Southeast,480.0,1968,0.2938
20939,HATU,National Historical Park,Southeast,480.0,1969,0.33520000000000005
20940,HATU,National Historical Park,Southeast,480.0,1970,0.047400000000000005
20941,HATU,National Historical Park,Southeast,480.0,1971,0.12359999999999999
20942,HATU,National Historical Park,Southeast,480.0,1972,0.17620000000000002
20943,HATU,National Historical Park,Southeast,480.0,1973,0.1418
20944,HATU,National Historical Park,Southeast,480.0,1974,0.10220000000000001
20945,HATU,National Historical Park,Southeast,480.0,1975,0.307
20946,HATU,National Historical Park,Southeast,480.0,1976,0.361
20947,HATU,National Historical Park,Southeast,480.0,1977,0.092
20948,HATU,National Historical Park,Southeast,480.0,1978,0.147
20949,HATU,National Historical Park,Southeast,480.0,1979,0.2602
20950,HATU,National Historical Park,Southeast,480.0,1980,0.0336
20951,HATU,National Historical Park,Southeast,480.0,1981,0.3034
20952,HATU,National Historical Park,Southeast,480.0,1982,0.0946
20953,HATU,National Historical Park,Southeast,480.0,1983,0.2812
20954,HATU,National Historical Park,Southeast,480.0,1984,0.1328
20955,HATU,National Historical Park,Southeast,480.0,1985,0.11359999999999999
20956,HATU,National Historical Park,Southeast,480.0,1986,0.1782
20957,HATU,National Historical Park,Southeast,480.0,1987,0.0236
20958,HATU,National Historical Park,Southeast,480.0,1988,0.2186
20959,HATU,National Historical Park,Southeast,480.0,1989,0.19
20960,HATU,National Historical Park,Southeast,480.0,1990,0.3998
20961,HATU,National Historical Park,Southeast,480.0,1991,0.2332
20962,HATU,National Historical Park,Southeast,480.0,1992,0.2158
20963,HATU,National Historical Park,Southeast,480.0,1993,0.0286
20964,HATU,National Historical Park,Southeast,480.0,1994,0.15380000000000002
20965,HATU,National Historical Park,Southeast,480.0,1995,0.12619999999999998
20966,HATU,National Historical Park,Southeast,480.0,1996,0.1568
20967,HATU,National Historical Park,Southeast,480.0,1997,0.0676
20968,HATU,National Historical Park,Southeast,480.0,1998,0.4384
20969,HATU,National Historical Park,Southeast,480.0,1999,0.201
20970,HATU,National Historical Park,Southeast,480.0,2000,0.1998
20971,HATU,National Historical Park,Southeast,480.0,2001,0.133
20972,HATU,National Historical Park,Southeast,480.0,2002,0.1782
20973,HATU,National Historical Park,Southeast,480.0,2003,0.2336
20974,HATU,National Historical Park,Southeast,480.0,2004,0.1168
20975,HATU,National Historical Park,Southeast,480.0,2005,0.0492
20976,HATU,National Historical Park,Southeast,480.0,2006,0.20559999999999998
20977,HATU,National Historical Park,Southeast,480.0,2007,0.4142
20978,HATU,National Historical Park,Southeast,480.0,2008,0.0894
20979,HATU,National Historical Park,Southeast,480.0,2009,0.1226
20980,HATU,National Historical Park,Southeast,480.0,2010,0.16519999999999999
20981,HATU,National Historical Park,Southeast,480.0,2011,0.2632
20982,HATU,National Historical Park,Southeast,480.0,2012,0.3148
20983,HATU,National Historical Park,Southeast,480.0,2013,0.3456
20984,HATU,National Historical Park,Southeast,480.0,2014,0.1352
20985,HATU,National Historical Park,Southeast,480.0,2015,0.327
20986,HATU,National Historical Park,Southeast,480.0,2016,0.41659999999999997
20987,HATU,National Historical Park,Southeast,480.0,2017,0.4192
20988,HATU,National Historical Park,Southeast,480.0,2018,0.46740000000000004
20989,HATU,National Historical Park,Southeast,480.0,2019,0.43560000000000004
20990,HATU,National Historical Park,Southeast,480.0,2020,0.5197999999999999
20991,HATU,National Historical Park,Southeast,480.0,2021,0.2394
20992,HATU,National Historical Park,Southeast,480.0,2022,0.1716
20993,HATU,National Historical Park,Southeast,480.0,2023,0.36060000000000003
20994,HATU,National Historical Park,Southeast,480.0,2024,0.5506
20995,HATU,National Historical Park,Southeast,480.0,2025,0.1476
20996,HSTR,National Historic Site,Ohio Valley,13.67,1910,0.1754
20997,HSTR,National Historic Site,Ohio Valley,13.67,1911,0.1094
20998,HSTR,National Historic Site,Ohio Valley,13.67,1912,0.3736
20999,HSTR,National Historic Site,Ohio Valley,13.67,1913,0.0682
21000,HSTR,National Historic Site,Ohio Valley,13.67,1914,0.2024
21001,HSTR,National Historic Site,Ohio Valley,13.67,1915,0.084
21002,HSTR,National Historic Site,Ohio Valley,13.67,1916,0.121
21003,HSTR,National Historic Site,Ohio Valley,13.67,1917,0.42
21004,HSTR,National Historic Site,Ohio Valley,13.67,1918,0.1142
21005,HSTR,National Historic Site,Ohio Valley,13.67,1919,0.0718
21006,HSTR,National Historic Site,Ohio Valley,13.67,1920,0.0966
21007,HSTR,National Historic Site,Ohio Valley,13.67,1921,0.4022
21008,HSTR,National Historic Site,Ohio Valley,13.67,1922,0.1472
21009,HSTR,National Historic Site,Ohio Valley,13.67,1923,0.081
21010,HSTR,National Historic Site,Ohio Valley,13.67,1924,0.35119999999999996
21011,HSTR,National Historic Site,Ohio Valley,13.67,1925,0.10220000000000001
21012,HSTR,National Historic Site,Ohio Valley,13.67,1926,0.16399999999999998
21013,HSTR,National Historic Site,Ohio Valley,13.67,1927,0.2192
21014,HSTR,National Historic Site,Ohio Valley,13.67,1928,0.09939999999999999
21015,HSTR,National Historic Site,Ohio Valley,13.67,1929,0.2404
21016,HSTR,National Historic Site,Ohio Valley,13.67,1930,0.1664
21017,HSTR,National Historic Site,Ohio Valley,13.67,1931,0.4254
21018,HSTR,National Historic Site,Ohio Valley,13.67,1932,0.054000000000000006
21019,HSTR,National Historic Site,Ohio Valley,13.67,1933,0.1834
21020,HSTR,National Historic Site,Ohio Valley,13.67,1934,0.2544
21021,HSTR,National Historic Site,Ohio Valley,13.67,1935,0.051
21022,HSTR,National Historic Site,Ohio Valley,13.67,1936,0.19399999999999998
21023,HSTR,National Historic Site,Ohio Valley,13.67,1937,0.1052
21024,HSTR,National Historic Site,Ohio Valley,13.67,1938,0.257
21025,HSTR,National Historic Site,Ohio Valley,13.67,1939,0.139
21026,HSTR,National Historic Site,Ohio Valley,13.67,1940,0.3436
21027,HSTR,National Historic Site,Ohio Valley,13.67,1941,0.21420000000000003
21028,HSTR,National Historic Site,Ohio Valley,13.67,1942,0.0966
21029,HSTR,National Historic Site,Ohio Valley,13.67,1943,0.10060000000000001
21030,HSTR,National Historic Site,Ohio Valley,13.67,1944,0.1174
21031,HSTR,National Historic Site,Ohio Valley,13.67,1945,0.12140000000000001
21032,HSTR,National Historic Site,Ohio Valley,13.67,1946,0.1732
21033,HSTR,National Historic Site,Ohio Valley,13.67,1947,0.0506
21034,HSTR,National Historic Site,Ohio Valley,13.67,1948,0.0368
21035,HSTR,National Historic Site,Ohio Valley,13.67,1949,0.07200000000000001
21036,HSTR,National Historic Site,Ohio Valley,13.67,1950,0.3704
21037,HSTR,National Historic Site,Ohio Valley,13.67,1951,0.2182
21038,HSTR,National Historic Site,Ohio Valley,13.67,1952,0.0436
21039,HSTR,National Historic Site,Ohio Valley,13.67,1953,0.409
21040,HSTR,National Historic Site,Ohio Valley,13.67,1954,0.3464
21041,HSTR,National Historic Site,Ohio Valley,13.67,1955,0.12560000000000002
21042,HSTR,National Historic Site,Ohio Valley,13.67,1956,0.1026
21043,HSTR,National Historic Site,Ohio Valley,13.67,1957,0.053399999999999996
21044,HSTR,National Historic Site,Ohio Valley,13.67,1958,0.3586
21045,HSTR,National Historic Site,Ohio Valley,13.67,1959,0.0516
21046,HSTR,National Historic Site,Ohio Valley,13.67,1960,0.2132
21047,HSTR,National Historic Site,Ohio Valley,13.67,1961,0.0732
21048,HSTR,National Historic Site,Ohio Valley,13.67,1962,0.0576
21049,HSTR,National Historic Site,Ohio Valley,13.67,1963,0.33799999999999997
21050,HSTR,National Historic Site,Ohio Valley,13.67,1964,0.1782
21051,HSTR,National Historic Site,Ohio Valley,13.67,1965,0.0728
21052,HSTR,National Historic Site,Ohio Valley,13.67,1966,0.23399999999999999
21053,HSTR,National Historic Site,Ohio Valley,13.67,1967,0.0382
21054,HSTR,National Historic Site,Ohio Valley,13.67,1968,0.1246
21055,HSTR,National Historic Site,Ohio Valley,13.67,1969,0.17079999999999998
21056,HSTR,National Historic Site,Ohio Valley,13.67,1970,0.0962
21057,HSTR,National Historic Site,Ohio Valley,13.67,1971,0.0674
21058,HSTR,National Historic Site,Ohio Valley,13.67,1972,0.16879999999999998
21059,HSTR,National Historic Site,Ohio Valley,13.67,1973,0.2792
21060,HSTR,National Historic Site,Ohio Valley,13.67,1974,0.1736
21061,HSTR,National Historic Site,Ohio Valley,13.67,1975,0.15460000000000002
21062,HSTR,National Historic Site,Ohio Valley,13.67,1976,0.32799999999999996
21063,HSTR,National Historic Site,Ohio Valley,13.67,1977,0.0742
21064,HSTR,National Historic Site,Ohio Valley,13.67,1978,0.3486
21065,HSTR,National Historic Site,Ohio Valley,13.67,1979,0.4668
21066,HSTR,National Historic Site,Ohio Valley,13.67,1980,0.1162
21067,HSTR,National Historic Site,Ohio Valley,13.67,1981,0.11199999999999999
21068,HSTR,National Historic Site,Ohio Valley,13.67,1982,0.12300000000000001
21069,HSTR,National Historic Site,Ohio Valley,13.67,1983,0.0882
21070,HSTR,National Historic Site,Ohio Valley,13.67,1984,0.078
21071,HSTR,National Historic Site,Ohio Valley,13.67,1985,0.2024
21072,HSTR,National Historic Site,Ohio Valley,13.67,1986,0.12480000000000001
21073,HSTR,National Historic Site,Ohio Valley,13.67,1987,0.1366
21074,HSTR,National Historic Site,Ohio Valley,13.67,1988,0.25
21075,HSTR,National Historic Site,Ohio Valley,13.67,1989,0.2836
21076,HSTR,National Historic Site,Ohio Valley,13.67,1990,0.265
21077,HSTR,National Historic Site,Ohio Valley,13.67,1991,0.2122
21078,HSTR,National Historic Site,Ohio Valley,13.67,1992,0.09519999999999999
21079,HSTR,National Historic Site,Ohio Valley,13.67,1993,0.32299999999999995
21080,HSTR,National Historic Site,Ohio Valley,13.67,1994,0.1642
21081,HSTR,National Historic Site,Ohio Valley,13.67,1995,0.0922
21082,HSTR,National Historic Site,Ohio Valley,13.67,1996,0.34119999999999995
21083,HSTR,National Historic Site,Ohio Valley,13.67,1997,0.11720000000000001
21084,HSTR,National Historic Site,Ohio Valley,13.67,1998,0.43439999999999995
21085,HSTR,National Historic Site,Ohio Valley,13.67,1999,0.2662
21086,HSTR,National Historic Site,Ohio Valley,13.67,2000,0.1582
21087,HSTR,National Historic Site,Ohio Valley,13.67,2001,0.059000000000000004
21088,HSTR,National Historic Site,Ohio Valley,13.67,2002,0.1402
21089,HSTR,National Historic Site,Ohio Valley,13.67,2003,0.2112
21090,HSTR,National Historic Site,Ohio Valley,13.67,2004,0.20440000000000003
21091,HSTR,National Historic Site,Ohio Valley,13.67,2005,0.069
21092,HSTR,National Historic Site,Ohio Valley,13.67,2006,0.19079999999999997
21093,HSTR,National Historic Site,Ohio Valley,13.67,2007,0.2758
21094,HSTR,National Historic Site,Ohio Valley,13.67,2008,0.2932
21095,HSTR,National Historic Site,Ohio Valley,13.67,2009,0.2588
21096,HSTR,National Historic Site,Ohio Valley,13.67,2010,0.1906
21097,HSTR,National Historic Site,Ohio Valley,13.67,2011,0.2554
21098,HSTR,National Historic Site,Ohio Valley,13.67,2012,0.48
21099,HSTR,National Historic Site,Ohio Valley,13.67,2013,0.192
21100,HSTR,National Historic Site,Ohio Valley,13.67,2014,0.303
21101,HSTR,National Historic Site,Ohio Valley,13.67,2015,0.29100000000000004
21102,HSTR,National Historic Site,Ohio Valley,13.67,2016,0.385
21103,HSTR,National Historic Site,Ohio Valley,13.67,2017,0.40700000000000003
21104,HSTR,National Historic Site,Ohio Valley,13.67,2018,0.34740000000000004
21105,HSTR,National Historic Site,Ohio Valley,13.67,2019,0.41600000000000004
21106,HSTR,National Historic Site,Ohio Valley,13.67,2020,0.35340000000000005
21107,HSTR,National Historic Site,Ohio Valley,13.67,2021,0.33840000000000003
21108,HSTR,National Historic Site,Ohio Valley,13.67,2022,0.061399999999999996
21109,HSTR,National Historic Site,Ohio Valley,13.67,2023,0.38880000000000003
21110,HSTR,National Historic Site,Ohio Valley,13.67,2024,0.4374
21111,HSTR,National Historic Site,Ohio Valley,13.67,2025,0.1974
21112,HEHO,National Historic Site,Upper Midwest,186.8,1910,0.31079999999999997
21113,HEHO,National Historic Site,Upper Midwest,186.8,1911,0.217
21114,HEHO,National Historic Site,Upper Midwest,186.8,1912,0.43420000000000003
21115,HEHO,National Historic Site,Upper Midwest,186.8,1913,0.1514
21116,HEHO,National Historic Site,Upper Midwest,186.8,1914,0.1458
21117,HEHO,National Historic Site,Upper Midwest,186.8,1915,0.073
21118,HEHO,National Historic Site,Upper Midwest,186.8,1916,0.2664
21119,HEHO,National Historic Site,Upper Midwest,186.8,1917,0.462
21120,HEHO,National Historic Site,Upper Midwest,186.8,1918,0.10439999999999999
21121,HEHO,National Historic Site,Upper Midwest,186.8,1919,0.0642
21122,HEHO,National Historic Site,Upper Midwest,186.8,1920,0.08039999999999999
21123,HEHO,National Historic Site,Upper Midwest,186.8,1921,0.31379999999999997
21124,HEHO,National Historic Site,Upper Midwest,186.8,1922,0.09699999999999999
21125,HEHO,National Historic Site,Upper Midwest,186.8,1923,0.19920000000000002
21126,HEHO,National Historic Site,Upper Midwest,186.8,1924,0.40700000000000003
21127,HEHO,National Historic Site,Upper Midwest,186.8,1925,0.08800000000000001
21128,HEHO,National Historic Site,Upper Midwest,186.8,1926,0.2614
21129,HEHO,National Historic Site,Upper Midwest,186.8,1927,0.0824
21130,HEHO,National Historic Site,Upper Midwest,186.8,1928,0.1038
21131,HEHO,National Historic Site,Upper Midwest,186.8,1929,0.3558
21132,HEHO,National Historic Site,Upper Midwest,186.8,1930,0.129
21133,HEHO,National Historic Site,Upper Midwest,186.8,1931,0.568
21134,HEHO,National Historic Site,Upper Midwest,186.8,1932,0.06
21135,HEHO,National Historic Site,Upper Midwest,186.8,1933,0.17980000000000002
21136,HEHO,National Historic Site,Upper Midwest,186.8,1934,0.3508
21137,HEHO,National Historic Site,Upper Midwest,186.8,1935,0.09699999999999999
21138,HEHO,National Historic Site,Upper Midwest,186.8,1936,0.20199999999999999
21139,HEHO,National Historic Site,Upper Midwest,186.8,1937,0.15039999999999998
21140,HEHO,National Historic Site,Upper Midwest,186.8,1938,0.1654
21141,HEHO,National Historic Site,Upper Midwest,186.8,1939,0.16879999999999998
21142,HEHO,National Historic Site,Upper Midwest,186.8,1940,0.12140000000000001
21143,HEHO,National Historic Site,Upper Midwest,186.8,1941,0.12179999999999999
21144,HEHO,National Historic Site,Upper Midwest,186.8,1942,0.0368
21145,HEHO,National Historic Site,Upper Midwest,186.8,1943,0.1084
21146,HEHO,National Historic Site,Upper Midwest,186.8,1944,0.0692
21147,HEHO,National Historic Site,Upper Midwest,186.8,1945,0.0916
21148,HEHO,National Historic Site,Upper Midwest,186.8,1946,0.0876
21149,HEHO,National Historic Site,Upper Midwest,186.8,1947,0.0344
21150,HEHO,National Historic Site,Upper Midwest,186.8,1948,0.1058
21151,HEHO,National Historic Site,Upper Midwest,186.8,1949,0.128
21152,HEHO,National Historic Site,Upper Midwest,186.8,1950,0.45159999999999995
21153,HEHO,National Historic Site,Upper Midwest,186.8,1951,0.5112
21154,HEHO,National Historic Site,Upper Midwest,186.8,1952,0.131
21155,HEHO,National Historic Site,Upper Midwest,186.8,1953,0.1432
21156,HEHO,National Historic Site,Upper Midwest,186.8,1954,0.07200000000000001
21157,HEHO,National Historic Site,Upper Midwest,186.8,1955,0.09
21158,HEHO,National Historic Site,Upper Midwest,186.8,1956,0.126
21159,HEHO,National Historic Site,Upper Midwest,186.8,1957,0.1008
21160,HEHO,National Historic Site,Upper Midwest,186.8,1958,0.1672
21161,HEHO,National Historic Site,Upper Midwest,186.8,1959,0.1124
21162,HEHO,National Historic Site,Upper Midwest,186.8,1960,0.1696
21163,HEHO,National Historic Site,Upper Midwest,186.8,1961,0.1052
21164,HEHO,National Historic Site,Upper Midwest,186.8,1962,0.040999999999999995
21165,HEHO,National Historic Site,Upper Midwest,186.8,1963,0.1714
21166,HEHO,National Historic Site,Upper Midwest,186.8,1964,0.1616
21167,HEHO,National Historic Site,Upper Midwest,186.8,1965,0.16079999999999997
21168,HEHO,National Historic Site,Upper Midwest,186.8,1966,0.1796
21169,HEHO,National Historic Site,Upper Midwest,186.8,1967,0.07339999999999999
21170,HEHO,National Historic Site,Upper Midwest,186.8,1968,0.0966
21171,HEHO,National Historic Site,Upper Midwest,186.8,1969,0.0572
21172,HEHO,National Historic Site,Upper Midwest,186.8,1970,0.052199999999999996
21173,HEHO,National Historic Site,Upper Midwest,186.8,1971,0.092
21174,HEHO,National Historic Site,Upper Midwest,186.8,1972,0.3776
21175,HEHO,National Historic Site,Upper Midwest,186.8,1973,0.158
21176,HEHO,National Historic Site,Upper Midwest,186.8,1974,0.048
21177,HEHO,National Historic Site,Upper Midwest,186.8,1975,0.0748
21178,HEHO,National Historic Site,Upper Midwest,186.8,1976,0.26239999999999997
21179,HEHO,National Historic Site,Upper Midwest,186.8,1977,0.1444
21180,HEHO,National Historic Site,Upper Midwest,186.8,1978,0.284
21181,HEHO,National Historic Site,Upper Midwest,186.8,1979,0.3386
21182,HEHO,National Historic Site,Upper Midwest,186.8,1980,0.1334
21183,HEHO,National Historic Site,Upper Midwest,186.8,1981,0.12119999999999999
21184,HEHO,National Historic Site,Upper Midwest,186.8,1982,0.155
21185,HEHO,National Historic Site,Upper Midwest,186.8,1983,0.1604
21186,HEHO,National Historic Site,Upper Midwest,186.8,1984,0.11699999999999999
21187,HEHO,National Historic Site,Upper Midwest,186.8,1985,0.18960000000000002
21188,HEHO,National Historic Site,Upper Midwest,186.8,1986,0.1784
21189,HEHO,National Historic Site,Upper Midwest,186.8,1987,0.4286
21190,HEHO,National Historic Site,Upper Midwest,186.8,1988,0.19039999999999999
21191,HEHO,National Historic Site,Upper Midwest,186.8,1989,0.20679999999999998
21192,HEHO,National Historic Site,Upper Midwest,186.8,1990,0.1452
21193,HEHO,National Historic Site,Upper Midwest,186.8,1991,0.12480000000000001
21194,HEHO,National Historic Site,Upper Midwest,186.8,1992,0.045
21195,HEHO,National Historic Site,Upper Midwest,186.8,1993,0.3618
21196,HEHO,National Historic Site,Upper Midwest,186.8,1994,0.1348
21197,HEHO,National Historic Site,Upper Midwest,186.8,1995,0.051399999999999994
21198,HEHO,National Historic Site,Upper Midwest,186.8,1996,0.3508
21199,HEHO,National Historic Site,Upper Midwest,186.8,1997,0.07339999999999999
21200,HEHO,National Historic Site,Upper Midwest,186.8,1998,0.5064
21201,HEHO,National Historic Site,Upper Midwest,186.8,1999,0.35259999999999997
21202,HEHO,National Historic Site,Upper Midwest,186.8,2000,0.12960000000000002
21203,HEHO,National Historic Site,Upper Midwest,186.8,2001,0.1882
21204,HEHO,National Historic Site,Upper Midwest,186.8,2002,0.099
21205,HEHO,National Historic Site,Upper Midwest,186.8,2003,0.051399999999999994
21206,HEHO,National Historic Site,Upper Midwest,186.8,2004,0.10039999999999999
21207,HEHO,National Historic Site,Upper Midwest,186.8,2005,0.1494
21208,HEHO,National Historic Site,Upper Midwest,186.8,2006,0.4224
21209,HEHO,National Historic Site,Upper Midwest,186.8,2007,0.1396
21210,HEHO,National Historic Site,Upper Midwest,186.8,2008,0.2638
