,cei_pct_area,RONI,Gross Area Acres,Desig_NatlPark,Region_Multiple,Region_Northeast,Region_Northern Rockies and Plains,Region_Northwest,Region_Ohio Valley,Region_South,Region_Southeast,Region_Southwest,Region_Upper Midwest,Region_West
13587,0.2812,2.5,16062.92,0,False,False,False,False,False,False,True,False,False,False
12780,0.0492,0.6,80784.3,0,False,False,False,False,False,False,True,False,False,False
4989,0.5436,-0.8,523.0,0,False,False,False,False,False,True,False,False,False,False
14617,0.0872,-1.2,25276.45,0,False,False,False,False,False,False,False,False,True,False
16890,0.2528,0.5,218223.25,1,False,False,False,False,False,False,False,False,True,False
16343,0.2018,-1.7,1120.0,0,False,False,False,False,False,False,False,True,False,False
9369,0.1116,0.3,461901.37,1,False,False,False,False,False,False,False,False,False,True
15914,0.365,-1.5,1.18,0,False,True,False,False,False,False,False,False,False,False
14913,0.1164,-1.5,2145.56,0,False,False,False,True,False,False,False,False,False,False
7702,0.6314,-1.4,1.75,0,False,True,False,False,False,False,False,False,False,False
1802,0.3486,-0.6,159.94,0,False,False,False,False,False,False,False,False,False,True
4359,0.1074,-0.5,180.5,0,False,True,False,False,False,False,False,False,False,False
10876,0.2812,2.5,5086.87,0,False,False,False,False,False,False,True,False,False,False
13396,0.2528,0.5,297.08,0,False,False,False,False,False,False,False,False,True,False
11709,0.2394,-1.2,155.84,0,False,False,False,False,False,False,True,False,False,False
9683,0.20559999999999998,-0.9,1.56,0,False,False,False,False,False,False,True,False,False,False
13781,0.0154,-1.7,139090.97,0,False,False,False,False,False,False,False,False,False,True
6888,0.5256000000000001,-1.1,2735.28,0,False,False,False,False,False,False,False,True,False,False
12012,0.18280000000000002,-1.1,5.61,0,False,False,False,False,False,True,False,False,False,False
4159,0.155,0.1,2526.39,0,False,False,False,False,False,False,False,False,True,False
5754,0.32520000000000004,1.3,208.39,0,False,False,False,True,False,False,False,False,False,False
10189,0.0045899999999999995,1.2,1495855.53,0,True,False,False,False,False,False,False,False,False,False
8863,0.2868,0.6,0.09,0,False,True,False,False,False,False,False,False,False,False
7796,0.0017360000000000001,-0.6,3666.21,0,True,False,False,False,False,False,False,False,False,False
6179,0.265,0.2,192.83,1,False,False,False,False,True,False,False,False,False,False
1607,0.3968,0.6,43.82,0,False,True,False,False,False,False,False,False,False,False
8405,0.1334,0.6,571790.3,1,False,False,False,False,False,False,False,False,True,False
14231,0.04,-0.9,504780.94,1,False,False,False,True,False,False,False,False,False,False
812,0.1376,0.0,318.4,0,False,False,False,False,False,False,False,True,False,False
3684,0.385,2.2,110.53,0,False,False,False,False,True,False,False,False,False,False
5903,0.5506,1.2,8.14,0,False,False,False,False,False,False,True,False,False,False
7828,0.1402,-0.1,13.67,0,False,False,False,False,True,False,False,False,False,False
1172,0.12960000000000002,-0.5,969.61,0,False,False,True,False,False,False,False,False,False,False
5463,0.1152,0.6,20.08,0,False,False,False,False,False,True,False,False,False,False
5482,0.24739999999999998,-1.5,20.08,0,False,False,False,False,False,True,False,False,False,False
5733,0.1184,0.1,440.14,0,False,False,True,False,False,False,False,False,False,False
13368,0.4286,1.6,297.08,0,False,False,False,False,False,False,False,False,True,False
11259,0.445,2.2,48456.55,0,False,False,True,False,False,False,False,False,False,False
14600,0.1226,-0.6,68738.95,0,False,False,False,False,False,False,False,False,True,False
10487,0.1582,-1.7,12.24,0,False,False,False,False,True,False,False,False,False,False
8945,0.064,1.3,177.76,0,False,True,False,False,False,False,False,False,False,False
12499,0.1818,-1.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
14098,0.14,0.3,61939.15,1,False,False,False,True,False,False,False,False,False,False
13934,0.1568,-0.9,1754.7,0,False,False,False,False,False,False,True,False,False,False
9757,0.3826,2.3,504780.94,1,False,False,False,True,False,False,False,False,False,False
6757,0.2488,-0.5,1254116.62,0,False,False,False,False,False,False,False,True,False,False
14347,0.1818,-1.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
7213,0.36939999999999995,-0.9,1618.43,0,False,False,True,False,False,False,False,False,False,False
4526,0.155,-0.1,0.45,0,False,True,False,False,False,False,False,False,False,False
567,0.08439999999999999,-1.4,69377.43,0,False,False,False,False,False,False,False,False,True,False
16894,0.385,0.6,218223.25,1,False,False,False,False,False,False,False,False,True,False
5965,0.31079999999999997,-0.9,7.21,0,False,True,False,False,False,False,False,False,False,False
11671,0.002294,-1.4,52380.46,0,True,False,False,False,False,False,False,False,False,False
15450,0.002828,-1.1,9319.16,0,True,False,False,False,False,False,False,False,False,False
4741,0.0834,0.3,1000.0,0,False,False,False,False,False,False,False,True,False,False
4683,0.0946,0.1,0.3,0,False,False,False,False,False,False,True,False,False,False
752,0.3148,-0.8,17.12,0,False,False,False,False,False,False,True,False,False,False
3798,0.1628,2.3,68708.88,0,False,True,False,False,False,False,False,False,False,False
10036,0.15,-0.8,504780.94,1,False,False,False,True,False,False,False,False,False,False
15805,0.32380000000000003,-1.1,10882.67,0,False,False,False,False,False,True,False,False,False,False
4837,0.1568,-0.9,138.39,0,False,False,False,False,False,False,True,False,False,False
2934,0.3886,-1.4,9898.63,0,False,False,False,False,False,True,False,False,False,False
6404,0.201,-1.5,654.19,0,False,False,False,False,False,False,True,False,False,False
7433,0.1568,-0.9,1175.98,0,False,False,False,False,False,False,True,False,False,False
17918,0.099,-1.6,147242.66,1,False,False,False,False,False,False,False,True,False,False
12313,0.1902,-0.6,117574.59,1,False,False,False,True,False,False,False,False,False,False
7804,0.003814,-1.2,3666.21,0,True,False,False,False,False,False,False,False,False,False
16872,0.07339999999999999,-0.2,218223.25,1,False,False,False,False,False,False,False,False,True,False
5002,0.32380000000000003,-1.1,523.0,0,False,False,False,False,False,True,False,False,False,False
5790,0.11359999999999999,-0.8,345.05,0,False,False,False,False,False,False,True,False,False,False
9485,0.0894,-1.6,3945.29,0,False,False,False,False,False,False,True,False,False,False
3521,0.0032299999999999994,0.1,24546.83,0,True,False,False,False,False,False,False,False,False,False
10489,0.1402,-0.1,12.24,0,False,False,False,False,True,False,False,False,False,False
15211,0.027999999999999997,1.6,404062.63,1,False,False,False,False,False,False,False,False,False,True
16937,0.0706,-0.9,3200.61,0,False,False,False,False,False,False,False,True,False,False
1591,0.3132,0.9,43.82,0,False,True,False,False,False,False,False,False,False,False
12414,0.256,-0.8,504780.94,1,False,False,False,True,False,False,False,False,False,False
5388,0.0676,-0.2,5623.1,0,False,False,False,False,False,False,True,False,False,False
11735,0.43560000000000004,0.6,8517.28,0,False,False,False,False,False,False,True,False,False,False
14755,0.2488,-0.5,1071.42,0,False,False,False,False,False,False,False,True,False,False
8337,0.2168,0.3,44.87,0,False,True,False,False,False,False,False,False,False,False
8204,0.115,1.5,5554.15,1,False,False,False,False,False,True,False,False,False,False
14166,0.1902,-0.6,117574.59,1,False,False,False,True,False,False,False,False,False,False
4717,0.41659999999999997,2.2,0.3,0,False,False,False,False,False,False,True,False,False,False
14732,0.10679999999999999,0.6,9.02,0,False,True,False,False,False,False,False,False,False,False
14889,0.7173999999999999,-1.2,49.86,0,False,False,False,False,False,False,False,False,False,True
6589,0.195,-1.7,533.13,0,False,False,False,False,False,False,False,True,False,False
9092,0.1524,-1.1,87564.27,0,False,True,False,False,False,False,False,False,False,False
15760,0.2086,0.6,3137.71,0,False,False,False,False,False,False,False,True,False,False
6564,0.547,-1.2,6037.14,0,False,True,False,False,False,False,False,False,False,False
16255,0.20559999999999998,-0.9,46263.07,0,False,False,False,False,False,False,True,False,False,False
10878,0.11359999999999999,-0.8,5086.87,0,False,False,False,False,False,False,True,False,False,False
9224,0.1782,-0.3,2935.1,0,False,False,False,False,False,False,True,False,False,False
5329,0.1202,-0.5,29.0,0,False,False,False,False,False,False,False,False,False,True
16759,0.3332,-0.7,3048.27,0,False,False,False,False,False,True,False,False,False,False
16003,0.11939999999999999,-0.2,70446.89,1,False,False,True,False,False,False,False,False,False,False
15898,0.065,2.5,1.18,0,False,True,False,False,False,False,False,False,False,False
11779,0.1804,-0.2,7636.49,0,False,False,False,False,False,False,False,True,False,False
6180,0.2122,0.6,192.83,1,False,False,False,False,True,False,False,False,False,False
15894,0.1524,-1.1,0.11,0,False,True,False,False,False,False,False,False,False,False
8358,0.1524,-1.1,44.87,0,False,True,False,False,False,False,False,False,False,False
872,0.193,1.3,242742.9,1,False,False,True,False,False,False,False,False,False,False
12287,0.4412,2.2,61939.15,1,False,False,False,True,False,False,False,False,False,False
3068,0.22899999999999998,0.1,14512.27,0,False,False,False,True,False,False,False,False,False,False
14345,0.45380000000000004,-1.2,504780.94,1,False,False,False,True,False,False,False,False,False,False
4167,0.1452,0.2,2526.39,0,False,False,False,False,False,False,False,False,True,False
7337,0.0766,-0.9,41686.0,1,False,False,False,False,False,False,False,True,False,False
11598,0.5094,-0.7,553.55,0,False,False,False,False,False,False,False,False,False,True
13414,0.0236,1.6,4620.06,0,False,False,False,False,False,False,True,False,False,False
14620,0.36219999999999997,-0.8,68738.95,0,False,False,False,False,False,False,False,False,True,False
14079,0.3826,2.3,117574.59,1,False,False,False,True,False,False,False,False,False,False
859,0.247,0.1,242742.9,1,False,False,True,False,False,False,False,False,False,False
17006,0.19,-1.7,106.01,0,False,False,False,False,False,False,True,False,False,False
10830,0.0882,2.5,72041.73,1,False,False,False,False,True,False,False,False,False,False
3149,0.16519999999999999,1.5,8675.04,0,False,False,False,False,False,False,True,False,False,False
15234,0.0814,0.5,461901.37,1,False,False,False,False,False,False,False,False,False,True
6877,0.35200000000000004,-0.5,2735.28,0,False,False,False,False,False,False,False,True,False,False
5858,0.3518,0.6,8198.0,0,False,False,True,False,False,False,False,False,False,False
11220,0.49,-0.8,43.8,0,False,False,True,False,False,False,False,False,False,False
3178,0.1864,0.5,20536.39,0,False,False,False,False,False,False,False,True,False,False
2874,0.001452,-0.2,9523.48,0,True,False,False,False,False,False,False,False,False,False
4404,0.252,-1.1,13.19,0,False,False,False,False,False,False,False,False,False,True
11714,0.4384,2.2,8517.28,0,False,False,False,False,False,False,True,False,False,False
338,0.2242,-1.2,62945.15,0,False,False,False,False,False,True,False,False,False,False
7147,0.445,2.2,310044.36,1,False,False,True,False,False,False,False,False,False,False
17494,0.16519999999999999,1.5,130.28,0,False,False,False,False,False,False,True,False,False,False
8215,0.1524,-1.2,5554.15,1,False,False,False,False,False,True,False,False,False,False
4214,0.1628,2.3,690.46,0,False,True,False,False,False,False,False,False,False,False
7387,0.1568,-0.9,522426.88,1,False,False,False,False,False,False,True,False,False,False
16747,0.111,0.6,3048.27,0,False,False,False,False,False,True,False,False,False,False
12155,0.46740000000000004,-0.5,61939.15,1,False,False,False,True,False,False,False,False,False,False
11032,0.1716,-1.2,39.17,0,False,False,False,False,False,False,True,False,False,False
9402,0.37799999999999995,-0.8,404062.63,1,False,False,False,False,False,False,False,False,False,True
17238,0.2488,-0.5,146344.31,1,False,False,False,False,False,False,False,True,False,False
7498,0.3448,0.5,86367.1,1,False,False,False,False,False,True,False,False,False,False
1297,0.49,-0.8,120296.2,0,False,False,True,False,False,False,False,False,False,False
14516,0.5376,-1.2,92799.73,1,False,False,False,False,False,False,False,True,False,False
144,0.299,-0.7,0.35,0,False,True,False,False,False,False,False,False,False,False
3296,0.5256000000000001,-1.1,4830.22,0,False,False,False,False,False,False,False,True,False,False
9800,0.2582,-0.2,117574.59,1,False,False,False,True,False,False,False,False,False,False
16298,0.4192,-0.7,138.39,0,False,False,False,False,False,False,True,False,False,False
5262,0.1226,-0.9,43.26,0,False,False,False,False,False,False,True,False,False,False
2607,0.1524,-1.5,33960.19,0,False,False,False,False,False,False,False,True,False,False
16870,0.051399999999999994,1.3,218223.25,1,False,False,False,False,False,False,False,False,True,False
400,0.09519999999999999,2.3,16.68,0,False,False,False,False,True,False,False,False,False,False
3486,0.001794,-0.8,24546.83,0,True,False,False,False,False,False,False,False,False,False
11458,0.18,0.5,1710.72,0,False,True,False,False,False,False,False,False,False,False
9388,0.16760000000000003,-1.6,404062.63,1,False,False,False,False,False,False,False,False,False,True
12709,0.12240000000000001,0.6,330688.86,0,False,False,False,False,False,False,False,True,False,False
9861,0.1362,0.3,61939.15,1,False,False,False,True,False,False,False,False,False,False
7487,0.135,0.3,86367.1,1,False,False,False,False,False,True,False,False,False,False
5481,0.3478,2.2,20.08,0,False,False,False,False,False,True,False,False,False,False
12531,0.42840000000000006,-1.1,504780.94,1,False,False,False,True,False,False,False,False,False,False
3933,0.1656,0.2,800.19,0,False,False,False,False,False,False,False,False,False,True
12602,0.2632,-1.4,3444.32,0,False,False,False,False,False,False,True,False,False,False
7278,0.501,-1.1,77180.0,1,False,False,False,False,False,False,False,False,False,True
8881,0.6038,-0.8,0.09,0,False,True,False,False,False,False,False,False,False,False
13405,0.5182,1.2,297.08,0,False,False,False,False,False,False,False,False,True,False
11198,0.6314,-1.4,1027.76,0,False,True,False,False,False,False,False,False,False,False
11913,0.09519999999999999,2.3,72390.91,1,False,False,False,False,True,False,False,False,False,False
12864,0.1524,-1.2,3426.87,0,False,False,False,False,False,True,False,False,False,False
13164,0.195,-1.7,221390.21,1,False,False,False,False,False,False,False,True,False,False
4728,0.1376,0.0,1000.0,0,False,False,False,False,False,False,False,True,False,False
12696,0.0546,-0.6,4554.03,0,False,False,False,True,False,False,False,False,False,False
